document_id,subject_str,predicate_org,predicate,object_str,text
30170002,The anthracycline daunorubicin,has been,have be,an integral part of ALL treatment for many years,The anthracycline daunorubicin has been an integral part of ALL and AML treatment for many years .
30170002,The anthracycline daunorubicin,has been,have be,an integral part of AML treatment for many years,The anthracycline daunorubicin has been an integral part of ALL and AML treatment for many years .
30170011,Its metabolite daunorubicinol,does not contribute,doe not contribute,to antineoplastic activities of the anthracycline,"Its metabolite daunorubicinol does not contribute to antineoplastic activities of the anthracycline , however , it may have a potential impact on drug 's cardiotoxicity ."
30170011,it,may have,may have,a potential impact on drug 's cardiotoxicity,"Its metabolite daunorubicinol does not contribute to antineoplastic activities of the anthracycline , however , it may have a potential impact on drug 's cardiotoxicity ."
30170012,The metabolite daunorubicinol,plays,play,less of a role in the antineoplastic effect,"The metabolite daunorubicinol plays less of a role in the antineoplastic effect , but probably more in the potential cardiotoxicity of the cytostatic ."
30170012,The metabolite daunorubicinol,plays,play,more in the potential cardiotoxicity of the cytostatic,"The metabolite daunorubicinol plays less of a role in the antineoplastic effect , but probably more in the potential cardiotoxicity of the cytostatic ."
30170021,Current guidelines in Germany,consider,consider,a daunorubicin dose reduction by 50 % in case of individual GFR between 30 and 50 ml/min,"Current guidelines in Germany consider a daunorubicin dose reduction by 50 % in case of individual GFR between 30 and 50 ml/min which ( 1 ) is in contrast to FDA-based guidelines , and ( 2 ) which is somewhat confusing when the clinical pharmacokinetic behaviour of daunorubicin and doxorubicin are compared with each other ."
30170021,30 and 50 ml/min,is,be,in contrast to FDA-based guidelines,"Current guidelines in Germany consider a daunorubicin dose reduction by 50 % in case of individual GFR between 30 and 50 ml/min which ( 1 ) is in contrast to FDA-based guidelines , and ( 2 ) which is somewhat confusing when the clinical pharmacokinetic behaviour of daunorubicin and doxorubicin are compared with each other ."
30170021,the clinical pharmacokinetic behaviour of doxorubicin,are compared,be compare,with each other,"Current guidelines in Germany consider a daunorubicin dose reduction by 50 % in case of individual GFR between 30 and 50 ml/min which ( 1 ) is in contrast to FDA-based guidelines , and ( 2 ) which is somewhat confusing when the clinical pharmacokinetic behaviour of daunorubicin and doxorubicin are compared with each other ."
30170021,the clinical pharmacokinetic behaviour of daunorubicin,are compared,be compare,with each other,"Current guidelines in Germany consider a daunorubicin dose reduction by 50 % in case of individual GFR between 30 and 50 ml/min which ( 1 ) is in contrast to FDA-based guidelines , and ( 2 ) which is somewhat confusing when the clinical pharmacokinetic behaviour of daunorubicin and doxorubicin are compared with each other ."
30170021,30 and 50 ml/min,is,be,somewhat confusing when the clinical pharmacokinetic behaviour of daunorubicin are compared with each other,"Current guidelines in Germany consider a daunorubicin dose reduction by 50 % in case of individual GFR between 30 and 50 ml/min which ( 1 ) is in contrast to FDA-based guidelines , and ( 2 ) which is somewhat confusing when the clinical pharmacokinetic behaviour of daunorubicin and doxorubicin are compared with each other ."
30170022,The currently filed guidelines for dose modification,stipulate,stipulate,that the anthracycline should only be used at 50 % of the usual dose already at a glomerular filtration rate ( GFR ) between 50 ml/min and 30 ml/min,The currently filed guidelines for dose modification stipulate that the anthracycline should only be used at 50 % of the usual dose already at a glomerular filtration rate ( GFR ) between 50 ml/min and 30 ml/min .
30170022,the anthracycline,should only be used,should only be use,at 50 % of the usual dose already at a glomerular filtration rate ( GFR ) between 50 ml/min and 30 ml/min,The currently filed guidelines for dose modification stipulate that the anthracycline should only be used at 50 % of the usual dose already at a glomerular filtration rate ( GFR ) between 50 ml/min and 30 ml/min .
30170031,a leukemia patient,may receive,may receive,daunorubicin full dose in the US,"As a consequence , a leukemia patient may receive daunorubicin full dose in the US , and 50 % of curative dose in Germany in case of e.g . GFR 43 ml/min ."
30170031,a leukemia patient,may 50,may 50,% of curative dose in Germany in case of . GFR 43 e.g ml/min,"As a consequence , a leukemia patient may receive daunorubicin full dose in the US , and 50 % of curative dose in Germany in case of e.g . GFR 43 ml/min ."
30170032,the FDA,has not provided,have not provide,a corresponding recommendation to date,"This requirement is irritating , considering that ( 1 ) the FDA has not provided a corresponding recommendation to date , and ( 2 ) recent work has identified very large clinical pharmacokinetic parallels between daunorubicin and doxorubicin ."
30170032,This requirement,is,be,irritating,"This requirement is irritating , considering that ( 1 ) the FDA has not provided a corresponding recommendation to date , and ( 2 ) recent work has identified very large clinical pharmacokinetic parallels between daunorubicin and doxorubicin ."
30170032,This requirement,considering,consider,that ( 1 ) the FDA has not provided a corresponding recommendation to date,"This requirement is irritating , considering that ( 1 ) the FDA has not provided a corresponding recommendation to date , and ( 2 ) recent work has identified very large clinical pharmacokinetic parallels between daunorubicin and doxorubicin ."
30170032,( 2 ) recent work,has identified,have identify,very large clinical pharmacokinetic parallels between daunorubicin,"This requirement is irritating , considering that ( 1 ) the FDA has not provided a corresponding recommendation to date , and ( 2 ) recent work has identified very large clinical pharmacokinetic parallels between daunorubicin and doxorubicin ."
30170032,( 2 ) recent work,has identified,have identify,very large clinical pharmacokinetic parallels between doxorubicin,"This requirement is irritating , considering that ( 1 ) the FDA has not provided a corresponding recommendation to date , and ( 2 ) recent work has identified very large clinical pharmacokinetic parallels between daunorubicin and doxorubicin ."
30170041,a revised assessment of current guidelines on a regulatory level,is,be,of great interest for clinical oncologist,"Thus , a revised assessment of current guidelines on a regulatory level is of great interest for clinical oncologist ."
30170042,a leukemia patient with a GFR of 43 ml/min,would receive,would receive,only 50 % of the curatively scheduled dose in Germany compared States,"Thus , a leukemia patient with a GFR of 43 ml/min would receive only 50 % of the curatively scheduled dose in Germany compared with the United States ."
30170052,A timely regulatory reassessment of this issue,is therefore,be therefore,of great clinical oncological interest,A timely regulatory reassessment of this issue is therefore of great clinical oncological interest .
30180001,infections,involving,involve,methicillin-resistant Staphylococcus aureus strains,Vancomycin ( VAN ) is an established treatment option for infections involving methicillin-resistant Staphylococcus aureus strains ( MRSA ) .
30180001,Vancomycin,is,be,an established treatment option for infections,Vancomycin ( VAN ) is an established treatment option for infections involving methicillin-resistant Staphylococcus aureus strains ( MRSA ) .
30180002,Vancomycin,is,be,an established therapeutic option for infections with methicillin-resistant Staphylococcus aureus ( MRSA ) strains,Vancomycin ( VAN ) is an established therapeutic option for infections with methicillin-resistant Staphylococcus aureus ( MRSA ) strains .
30180011,the target,increased,increase,of VAN plasma through levels,"However , the bactericidal effect of VAN on MRSA is reduced in strains with minimal inhibitory concentrations ( MICs ) of ≥ 1 mg/L . Due to an apparent correlation of VAN MICs with the risk of treatment failure , both EUCAST and CLSI reduced the `` sensitive '' MIC range to < 2 mg/L . Conversely , the clinical medical societies increased the target ranges of VAN plasma through levels ."
30180011,. the clinical medical societies the target,ranges,range,of VAN plasma through levels,"However , the bactericidal effect of VAN on MRSA is reduced in strains with minimal inhibitory concentrations ( MICs ) of ≥ 1 mg/L . Due to an apparent correlation of VAN MICs with the risk of treatment failure , both EUCAST and CLSI reduced the `` sensitive '' MIC range to < 2 mg/L . Conversely , the clinical medical societies increased the target ranges of VAN plasma through levels ."
30180011,both EUCAST Conversely the clinical medical societies,reduced increased,reduce increase,the `` sensitive '' MIC range to < 2 mg/L the target ranges of VAN plasma,"However , the bactericidal effect of VAN on MRSA is reduced in strains with minimal inhibitory concentrations ( MICs ) of ≥ 1 mg/L . Due to an apparent correlation of VAN MICs with the risk of treatment failure , both EUCAST and CLSI reduced the `` sensitive '' MIC range to < 2 mg/L . Conversely , the clinical medical societies increased the target ranges of VAN plasma through levels ."
30180011,the bactericidal effect of VAN on MRSA societies,is reduced,be reduce,( MICs ) of ≥ 1 mg/L Due to an apparent correlation of VAN MICs with the risk of treatment failure VAN plasma through levels,"However , the bactericidal effect of VAN on MRSA is reduced in strains with minimal inhibitory concentrations ( MICs ) of ≥ 1 mg/L . Due to an apparent correlation of VAN MICs with the risk of treatment failure , both EUCAST and CLSI reduced the `` sensitive '' MIC range to < 2 mg/L . Conversely , the clinical medical societies increased the target ranges of VAN plasma through levels ."
30180011,the bactericidal effect of VAN on MRSA both,is reduced,be reduce,strains inhibitory ( MICs ) of ≥ 1 mg/L Due to an apparent correlation of VAN MICs with the risk of treatment failure the `` range to < through levels,"However , the bactericidal effect of VAN on MRSA is reduced in strains with minimal inhibitory concentrations ( MICs ) of ≥ 1 mg/L . Due to an apparent correlation of VAN MICs with the risk of treatment failure , both EUCAST and CLSI reduced the `` sensitive '' MIC range to < 2 mg/L . Conversely , the clinical medical societies increased the target ranges of VAN plasma through levels ."
30180012,the bactericidal effect of VAN on MRSA,is reduced,be reduce,for strains already,"However , the bactericidal effect of VAN on MRSA is already reduced for strains against which the MIC of VAN increases to ≥1 mg/l . Therefore , because there is a correlation between the MIC and the risk of treatment failure of VAN , EUCAST and CLSI reduced the MIC above which an MRSA strain is considered vancomycin-sensitive to < 2 mg/l , and clinical societies increased the target ranges for plasma levels ."
30180012,the MIC of VAN,increases,increase,to ≥1 mg/l,"However , the bactericidal effect of VAN on MRSA is already reduced for strains against which the MIC of VAN increases to ≥1 mg/l . Therefore , because there is a correlation between the MIC and the risk of treatment failure of VAN , EUCAST and CLSI reduced the MIC above which an MRSA strain is considered vancomycin-sensitive to < 2 mg/l , and clinical societies increased the target ranges for plasma levels ."
30180012,clinical societies,increased,increase,the target ranges for plasma levels,"However , the bactericidal effect of VAN on MRSA is already reduced for strains against which the MIC of VAN increases to ≥1 mg/l . Therefore , because there is a correlation between the MIC and the risk of treatment failure of VAN , EUCAST and CLSI reduced the MIC above which an MRSA strain is considered vancomycin-sensitive to < 2 mg/l , and clinical societies increased the target ranges for plasma levels ."
30180012,CLSI,reduced,reduce,the MIC above which an MRSA strain is considered vancomycin-sensitive to < 2 mg/l,"However , the bactericidal effect of VAN on MRSA is already reduced for strains against which the MIC of VAN increases to ≥1 mg/l . Therefore , because there is a correlation between the MIC and the risk of treatment failure of VAN , EUCAST and CLSI reduced the MIC above which an MRSA strain is considered vancomycin-sensitive to < 2 mg/l , and clinical societies increased the target ranges for plasma levels ."
30180012,strains the MIC of VAN,increases,increase,to ≥1 mg/l,"However , the bactericidal effect of VAN on MRSA is already reduced for strains against which the MIC of VAN increases to ≥1 mg/l . Therefore , because there is a correlation between the MIC and the risk of treatment failure of VAN , EUCAST and CLSI reduced the MIC above which an MRSA strain is considered vancomycin-sensitive to < 2 mg/l , and clinical societies increased the target ranges for plasma levels ."
30180021,ototoxic effects,limit,limit,the use of increased VAN dosages for the improvement of treatment efficacy,"However , nephrotoxic and ototoxic effects limit the use of increased VAN dosages for the improvement of treatment efficacy ."
30180021,nephrotoxic effects,limit,limit,the use of increased VAN dosages for the improvement of treatment efficacy,"However , nephrotoxic and ototoxic effects limit the use of increased VAN dosages for the improvement of treatment efficacy ."
30180022,ototoxic effects,limit,limit,VAN dose increases to improve therapy,"However , nephro- and ototoxic effects limit VAN dose increases to improve therapy ."
30180022,nephro- effects,limit,limit,VAN dose increases to improve therapy,"However , nephro- and ototoxic effects limit VAN dose increases to improve therapy ."
30180031,Trough level monitoring,are recommended,be recommend,for the optimization of VAN exposure,Trough level monitoring and corresponding dose adjustments are recommended for the optimization of VAN exposure .
30180031,corresponding dose adjustments,are recommended,be recommend,for the optimization of VAN exposure,Trough level monitoring and corresponding dose adjustments are recommended for the optimization of VAN exposure .
30180032,"Valley level measurements after therapy initiation , with dose adjustment if necessary",to optimize,to optimize,VAN exposure,"Valley level measurements after therapy initiation , with dose adjustment if necessary , are recommended to optimize VAN exposure ."
30180032,"Valley level measurements after therapy initiation , with dose adjustment necessary",are recommended,be recommend,to optimize VAN exposure,"Valley level measurements after therapy initiation , with dose adjustment if necessary , are recommended to optimize VAN exposure ."
30180041,the impact of patient characteristics on the attainment of the newly defined target,ranges,range,until day 3,"Using the data of 1122 patients from the years 1990 to 2011 , we investigated the impact of dose regimens and patient characteristics on the attainment of the newly defined target ranges until day 3 and later in the course of treatment ."
30180041,we,investigated,investigate,the impact of patient characteristics on the attainment of the newly defined target ranges until day 3,"Using the data of 1122 patients from the years 1990 to 2011 , we investigated the impact of dose regimens and patient characteristics on the attainment of the newly defined target ranges until day 3 and later in the course of treatment ."
30180041,the impact of patient characteristics on the attainment of the newly defined target,ranges,range,later in the course of treatment,"Using the data of 1122 patients from the years 1990 to 2011 , we investigated the impact of dose regimens and patient characteristics on the attainment of the newly defined target ranges until day 3 and later in the course of treatment ."
30180041,we,investigated,investigate,the impact of patient characteristics on the attainment of the newly defined target ranges,"Using the data of 1122 patients from the years 1990 to 2011 , we investigated the impact of dose regimens and patient characteristics on the attainment of the newly defined target ranges until day 3 and later in the course of treatment ."
30180041,the impact of dose regimens on the attainment of the newly defined target,ranges,range,until day 3,"Using the data of 1122 patients from the years 1990 to 2011 , we investigated the impact of dose regimens and patient characteristics on the attainment of the newly defined target ranges until day 3 and later in the course of treatment ."
30180042,we,retrospectively examined,retrospectively examine,the influences of patient characteristics on the achievability of newly defined target ranges for VAN valley levels by therapy day 3,"Using data from 1122 patients from 1990 to 2011 , we retrospectively examined the influences of dosing regimens and patient characteristics on the achievability of newly defined target ranges for VAN valley levels by therapy day 3 and later ."
30180042,the influences of patient characteristics on the achievability of newly defined target,ranges,range,for VAN valley levels by therapy day 3,"Using data from 1122 patients from 1990 to 2011 , we retrospectively examined the influences of dosing regimens and patient characteristics on the achievability of newly defined target ranges for VAN valley levels by therapy day 3 and later ."
30180042,we,retrospectively examined,retrospectively examine,the influences of dosing regimens on the achievability of newly defined target ranges for VAN valley levels by,"Using data from 1122 patients from 1990 to 2011 , we retrospectively examined the influences of dosing regimens and patient characteristics on the achievability of newly defined target ranges for VAN valley levels by therapy day 3 and later ."
30180042,we,retrospectively examined,retrospectively examine,the influences of patient characteristics on the achievability of newly defined target ranges for VAN valley levels by therapy day later,"Using data from 1122 patients from 1990 to 2011 , we retrospectively examined the influences of dosing regimens and patient characteristics on the achievability of newly defined target ranges for VAN valley levels by therapy day 3 and later ."
30180042,we,retrospectively examined,retrospectively examine,the influences of dosing regimens on the achievability of newly defined target ranges for VAN valley levels by therapy day later,"Using data from 1122 patients from 1990 to 2011 , we retrospectively examined the influences of dosing regimens and patient characteristics on the achievability of newly defined target ranges for VAN valley levels by therapy day 3 and later ."
30180051,dosages,recommended,recommend,by the manufacturers,"With dosages recommended by the manufacturers , the mean trough levels remained clearly below the values recommended by current therapeutic guidelines ( 15–20 mg/L for severe infections ) , particularly in patients without renal impairment ."
30180051,the mean trough levels,remained clearly,remain clearly,below the values,"With dosages recommended by the manufacturers , the mean trough levels remained clearly below the values recommended by current therapeutic guidelines ( 15–20 mg/L for severe infections ) , particularly in patients without renal impairment ."
30180051,the values,recommended,recommend,by current therapeutic guidelines,"With dosages recommended by the manufacturers , the mean trough levels remained clearly below the values recommended by current therapeutic guidelines ( 15–20 mg/L for severe infections ) , particularly in patients without renal impairment ."
30180052,mean valley levels,were,be,significantly below the current guideline recommendation When dosed according to manufacturer 's instructions,"When dosed according to manufacturer 's instructions , mean valley levels were significantly below the current guideline recommendation ( 15-20 mg/l for severe infections ) , particularly in renally healthy patients ."
30180061,only a minority of patients,reached,reach,"plasma levels that meet the guideline recommendations , particularly during the early phase of treatment until day three Even with body-weight adjusted dosages","Even with body-weight adjusted dosages , only a minority of patients reached plasma levels that meet the guideline recommendations , particularly during the early phase of treatment until day three ."
30180061,plasma levels,meet,meet,"the guideline recommendations , particularly during the early phase of treatment until day three","Even with body-weight adjusted dosages , only a minority of patients reached plasma levels that meet the guideline recommendations , particularly during the early phase of treatment until day three ."
30180062,only a minority of patients,achieved,achieve,"valley levels Even with body-weight-based dosing in line with recommendations , especially by therapy day 3","Even with body-weight-based dosing , only a minority of patients achieved valley levels in line with recommendations , especially by therapy day 3 ."
30180071,A moderate correlation,was observed,be observe,between VAN trough levels and body weight-adjusted dosage,A moderate correlation was observed between VAN trough levels and body weight-adjusted dosage .
30180072,a moderate correlation,of,of,valley level with body-weight-based dosing,There was a moderate correlation of valley level with body-weight-based dosing .
30180081,The intraindividual variability of renal function,confounds,confound,the predictability of VAN exposure,The intraindividual variability of renal function which is commonly observed in intensive care patients further confounds the predictability of VAN exposure .
30180081,renal function,is commonly observed,be commonly observe,in intensive care patients,The intraindividual variability of renal function which is commonly observed in intensive care patients further confounds the predictability of VAN exposure .
30180082,more frequent fluctuations in renal function,have,have,unpredictable effects on VAN exposure In ICU patients,"In ICU patients , more frequent fluctuations in renal function have unpredictable effects on VAN exposure ."
30180091,VAN dosages beyond the manufacturer recommendation,are required,be require,to reach the target trough levels In most cases,"In most cases , VAN dosages beyond the manufacturer recommendation are required to reach the target trough levels specified by the guidelines ( 10–20 mg/L ) ."
30180091,the target trough levels,specified,specify,by the guidelines,"In most cases , VAN dosages beyond the manufacturer recommendation are required to reach the target trough levels specified by the guidelines ( 10–20 mg/L ) ."
30180091,VAN dosages beyond the manufacturer recommendation,to reach,to reach,the target trough levels specified by the guidelines,"In most cases , VAN dosages beyond the manufacturer recommendation are required to reach the target trough levels specified by the guidelines ( 10–20 mg/L ) ."
30180092,VAN doses above the manufacturer 's recommendation,are needed,be need,In most cases to achieve the current valley level target of 10 to,"In most cases , VAN doses above the manufacturer 's recommendation are needed to achieve the current valley level target ranges of 10 to 20 mg/l . The results argue for early , repeated valley level measurements even in renally healthy patients ."
30180092,VAN doses above the manufacturer 's recommendation,are needed achieve,be need achieve,to the current valley level target of to results In most cases,"In most cases , VAN doses above the manufacturer 's recommendation are needed to achieve the current valley level target ranges of 10 to 20 mg/l . The results argue for early , repeated valley level measurements even in renally healthy patients ."
30180092,doses above current valley level . The results,ranges argue,range argue,"10 to 20 mg/l for early , repeated valley level measurements even in renally healthy patients","In most cases , VAN doses above the manufacturer 's recommendation are needed to achieve the current valley level target ranges of 10 to 20 mg/l . The results argue for early , repeated valley level measurements even in renally healthy patients ."
30180101,These results,strongly support,strongly support,repeated VAN trough level measurements even in patients with normal renal function,These results strongly support early and repeated VAN trough level measurements even in patients with normal renal function .
30180101,early VAN,trough,trough,level measurements even in patients with normal renal function,These results strongly support early and repeated VAN trough level measurements even in patients with normal renal function .
30180101,These results,strongly support,strongly support,early VAN trough level measurements in patients with normal function even renal,These results strongly support early and repeated VAN trough level measurements even in patients with normal renal function .
30180102,The low exposure in the critical early phase,suggest,suggest,"the use of other MRSA-active drugs , at least in critically ill patients with infections of deep tissue areas and in nonsusceptible pathogens","The low exposure in the critical early phase and the limited correlation of dosage and exposure suggest the use of other MRSA-active drugs , at least in critically ill patients with infections of organs or deep tissue areas and in nonsusceptible pathogens ( MIC of VAN ≥2 mg/l ) ."
30180102,The low exposure in the critical early phase,suggest,suggest,"the use of other MRSA-active drugs , at least in critically ill patients with infections of organs and in nonsusceptible pathogens","The low exposure in the critical early phase and the limited correlation of dosage and exposure suggest the use of other MRSA-active drugs , at least in critically ill patients with infections of organs or deep tissue areas and in nonsusceptible pathogens ( MIC of VAN ≥2 mg/l ) ."
30180102,the limited correlation of dosage,suggest,suggest,"the use of other MRSA-active drugs , at least in critically ill patients with infections of deep tissue areas and in nonsusceptible pathogens","The low exposure in the critical early phase and the limited correlation of dosage and exposure suggest the use of other MRSA-active drugs , at least in critically ill patients with infections of organs or deep tissue areas and in nonsusceptible pathogens ( MIC of VAN ≥2 mg/l ) ."
30180102,the limited correlation of exposure,suggest,suggest,"the use of other MRSA-active drugs , at least in critically ill patients with infections of deep tissue areas and in nonsusceptible pathogens","The low exposure in the critical early phase and the limited correlation of dosage and exposure suggest the use of other MRSA-active drugs , at least in critically ill patients with infections of organs or deep tissue areas and in nonsusceptible pathogens ( MIC of VAN ≥2 mg/l ) ."
30180102,the limited correlation of dosage,suggest,suggest,"the use of other MRSA-active drugs , at least in critically ill patients with infections of organs and in nonsusceptible pathogens","The low exposure in the critical early phase and the limited correlation of dosage and exposure suggest the use of other MRSA-active drugs , at least in critically ill patients with infections of organs or deep tissue areas and in nonsusceptible pathogens ( MIC of VAN ≥2 mg/l ) ."
30180111,the generally low exposure,observed,observe,in the critical early phase,"Moreover , the generally low exposure observed in the critical early phase and the limited correlation of dosage and exposure suggest the use of other antibiotics active against MRSA at least in severely ill patients with infections of organs or deep tissues , or if insensitive bacterial strains are involved ( VAN MIC ≥ 2 mg/L ) ."
30180111,the generally low exposure observed in the critical early phase,suggest,suggest,the use of other antibiotics active against MRSA,"Moreover , the generally low exposure observed in the critical early phase and the limited correlation of dosage and exposure suggest the use of other antibiotics active against MRSA at least in severely ill patients with infections of organs or deep tissues , or if insensitive bacterial strains are involved ( VAN MIC ≥ 2 mg/L ) ."
30180111,the generally low exposure observed in the critical early phase,suggest,suggest,the use of other antibiotics active against MRSA at least in severely ill patients with infections of organs,"Moreover , the generally low exposure observed in the critical early phase and the limited correlation of dosage and exposure suggest the use of other antibiotics active against MRSA at least in severely ill patients with infections of organs or deep tissues , or if insensitive bacterial strains are involved ( VAN MIC ≥ 2 mg/L ) ."
30180111,the generally low exposure observed in the critical early phase,suggest,suggest,the use of other antibiotics active against MRSA at least in severely ill patients with infections of deep tissues,"Moreover , the generally low exposure observed in the critical early phase and the limited correlation of dosage and exposure suggest the use of other antibiotics active against MRSA at least in severely ill patients with infections of organs or deep tissues , or if insensitive bacterial strains are involved ( VAN MIC ≥ 2 mg/L ) ."
30180111,the limited correlation of exposure,suggest,suggest,the use of other antibiotics active against MRSA at least in severely ill patients with infections of organs,"Moreover , the generally low exposure observed in the critical early phase and the limited correlation of dosage and exposure suggest the use of other antibiotics active against MRSA at least in severely ill patients with infections of organs or deep tissues , or if insensitive bacterial strains are involved ( VAN MIC ≥ 2 mg/L ) ."
30180121,microbiological responses as well as toxicities,were not investigated,be not investigate,in this study,Clinical and microbiological responses as well as toxicities were not investigated in this study .
30180121,Clinical responses as well as toxicities,were not investigated,be not investigate,in this study,Clinical and microbiological responses as well as toxicities were not investigated in this study .
30190001,ceftazidime,are commonly used,be commonly use,broad spectrum beta-lactam antibiotics in intensive care units,"Meropenem , piperacillin and ceftazidime are commonly used broad spectrum beta-lactam antibiotics in intensive care units ."
30190001,Meropenem,are commonly used,be commonly use,broad spectrum beta-lactam antibiotics in intensive care units,"Meropenem , piperacillin and ceftazidime are commonly used broad spectrum beta-lactam antibiotics in intensive care units ."
30190001,piperacillin,are commonly used,be commonly use,broad spectrum beta-lactam antibiotics in intensive care units,"Meropenem , piperacillin and ceftazidime are commonly used broad spectrum beta-lactam antibiotics in intensive care units ."
30190002,The beta-lactam antibiotics meropenem,are used,be use,in intensive care for the treatment of life-threatening bacterial infectious diseases due to their broad spectrum of activity,"The beta-lactam antibiotics meropenem , piperacillin , and ceftazidime are used in intensive care for the treatment of life-threatening bacterial infectious diseases due to their broad spectrum of activity ."
30190002,The beta-lactam antibiotics ceftazidime,are used,be use,in intensive care for the treatment of life-threatening bacterial infectious diseases due to their broad spectrum of activity,"The beta-lactam antibiotics meropenem , piperacillin , and ceftazidime are used in intensive care for the treatment of life-threatening bacterial infectious diseases due to their broad spectrum of activity ."
30190002,The beta-lactam antibiotics piperacillin,are used,be use,in intensive care for the treatment of life-threatening bacterial infectious diseases due to their broad spectrum of activity,"The beta-lactam antibiotics meropenem , piperacillin , and ceftazidime are used in intensive care for the treatment of life-threatening bacterial infectious diseases due to their broad spectrum of activity ."
30190012,the establishment of therapeutic drug monitoring,is recommended,be recommend,to improve therapeutic outcome,"Due to strong inter- and intraindividual variations in pharmacokinetics , the establishment of therapeutic drug monitoring is recommended to improve therapeutic outcome ."
30190012,the establishment of therapeutic drug monitoring,to improve,to improve,therapeutic outcome,"Due to strong inter- and intraindividual variations in pharmacokinetics , the establishment of therapeutic drug monitoring is recommended to improve therapeutic outcome ."
30190021,an analytical method,measuring,measure,fluctuating serum levels during therapy,Therefore an analytical method was established measuring fluctuating serum levels during therapy .
30190021,an analytical method,was established,be establish,measuring fluctuating serum levels during therapy,Therefore an analytical method was established measuring fluctuating serum levels during therapy .
30190022,an analytical HPLC method,is described,be describe,In the following,"In the following , an analytical HPLC method is described , with the help of which the serum concentrations of the three beta-lactams in the therapy-relevant range of 2.5 µg/ml ( piperacillin : 6 µg/ml ) to 200 µg/ml can be determined quickly and reliably ."
