document_id,subject_str,predicate_org,predicate,object_str,text
10010102,He,used,use,his extraordinary fame outside the scientific world in his commitment to international understanding,"He also used his extraordinary fame outside the scientific world in his commitment to international understanding , peace and socialism ."
10010102,He,used,use,his extraordinary fame outside the scientific world in his commitment to peace,"He also used his extraordinary fame outside the scientific world in his commitment to international understanding , peace and socialism ."
10010102,He,used,use,his extraordinary fame outside the scientific world in his commitment to socialism,"He also used his extraordinary fame outside the scientific world in his commitment to international understanding , peace and socialism ."
10010111,he,applied,apply,the general theory of relativity to model the structure of the universe In 1917,"In 1917 , he applied the general theory of relativity to model the structure of the universe ."
10010111,he,applied the general theory of relativity to model,apply the general theory of relativity to model,the structure of the universe,"In 1917 , he applied the general theory of relativity to model the structure of the universe ."
10010121,He,continued to deal,continue to deal,with problems of statistical mechanics,"He continued to deal with problems of statistical mechanics and quantum theory , which led to his explanations of particle theory and the motion of molecules ."
10010121,He,continued,continue,to deal with problems of statistical mechanics,"He continued to deal with problems of statistical mechanics and quantum theory , which led to his explanations of particle theory and the motion of molecules ."
10010121,problems of statistical mechanics,led,lead,to his explanations of particle theory,"He continued to deal with problems of statistical mechanics and quantum theory , which led to his explanations of particle theory and the motion of molecules ."
10010121,He,continued,continue,to deal with problems of quantum theory,"He continued to deal with problems of statistical mechanics and quantum theory , which led to his explanations of particle theory and the motion of molecules ."
10010121,He,continued to deal,continue to deal,with problems of quantum theory,"He continued to deal with problems of statistical mechanics and quantum theory , which led to his explanations of particle theory and the motion of molecules ."
10010121,problems of statistical mechanics,led,lead,to his explanations of the motion of molecules,"He continued to deal with problems of statistical mechanics and quantum theory , which led to his explanations of particle theory and the motion of molecules ."
10010131,the quantum theory of radiation,laid,lay,the foundation of the photon theory of light,"He also investigated the thermal properties of light and the quantum theory of radiation , which laid the foundation of the photon theory of light ."
10010131,He,investigated,investigate,the thermal properties of light,"He also investigated the thermal properties of light and the quantum theory of radiation , which laid the foundation of the photon theory of light ."
10010131,He,investigated,investigate,"the quantum theory of radiation , which laid the foundation of the photon theory of light","He also investigated the thermal properties of light and the quantum theory of radiation , which laid the foundation of the photon theory of light ."
10010141,he,worked,work,on two ultimately unsuccessful endeavors,"However , for much of the later part of his career , he worked on two ultimately unsuccessful endeavors ."
10010151,he,opposed,oppose,what it evolved into First,"First , despite his great contributions to quantum mechanics , he opposed what it evolved into , objecting that `` God does not play dice '' ."
10010151,God,does not play,doe not play,dice,"First , despite his great contributions to quantum mechanics , he opposed what it evolved into , objecting that `` God does not play dice '' ."
10010151,it,evolved,evolve,into,"First , despite his great contributions to quantum mechanics , he opposed what it evolved into , objecting that `` God does not play dice '' ."
10010151,he it,objecting,object,that `` God does not play dice,"First , despite his great contributions to quantum mechanics , he opposed what it evolved into , objecting that `` God does not play dice '' ."
10010161,he,attempted to devise a unified field theory by generalizing,attempt to devise a unify field theory by generalize,his geometric theory of gravitation to include electromagnetism,"Second , he attempted to devise a unified field theory by generalizing his geometric theory of gravitation to include electromagnetism ."
10010161,his geometric theory of gravitation,to include,to include,electromagnetism,"Second , he attempted to devise a unified field theory by generalizing his geometric theory of gravitation to include electromagnetism ."
10010161,he,attempted to devise,attempt to devise,a unified field theory,"Second , he attempted to devise a unified field theory by generalizing his geometric theory of gravitation to include electromagnetism ."
10010161,he,attempted,attempt,to devise a unified field theory by generalizing his geometric theory of gravitation,"Second , he attempted to devise a unified field theory by generalizing his geometric theory of gravitation to include electromagnetism ."
10010171,he,became,become,increasingly isolated from the mainstream of modern physics,"As a result , he became increasingly isolated from the mainstream of modern physics ."
10010171,he,increasingly isolated,increasingly isolate,from the mainstream of modern physics,"As a result , he became increasingly isolated from the mainstream of modern physics ."
10010181,Einstein,was born,be bear,in the German Empire,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010181,Einstein,moved,move,to Switzerland in 1895,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010181,Einstein,forsaking,forsake,his German citizenship ( as a subject of the Kingdom of Württemberg,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010191,the physics,teaching,teach,diploma program at the Swiss Federal polytechnic school in Zürich,"In 1897 , at the age of 17 , he enrolled in the mathematics and physics teaching diploma program at the Swiss Federal polytechnic school in Zürich , graduating in 1900 ."
10010191,he,enrolled the physics graduating,enroll the physic graduate,in 1900,"In 1897 , at the age of 17 , he enrolled in the mathematics and physics teaching diploma program at the Swiss Federal polytechnic school in Zürich , graduating in 1900 ."
10010191,he,enrolled,enroll,in the physics,"In 1897 , at the age of 17 , he enrolled in the mathematics and physics teaching diploma program at the Swiss Federal polytechnic school in Zürich , graduating in 1900 ."
10010191,the mathematics,teaching,teach,in diploma program at the Swiss Federal polytechnic school in Zürich,"In 1897 , at the age of 17 , he enrolled in the mathematics and physics teaching diploma program at the Swiss Federal polytechnic school in Zürich , graduating in 1900 ."
10010191,he,the mathematics graduating,the mathematics graduate,in 1900,"In 1897 , at the age of 17 , he enrolled in the mathematics and physics teaching diploma program at the Swiss Federal polytechnic school in Zürich , graduating in 1900 ."
10010201,he,acquired,acquire,"Swiss citizenship , which he kept for the rest of his life In 1901","In 1901 , he acquired Swiss citizenship , which he kept for the rest of his life , and in 1903 he secured a permanent position at the Swiss Patent Office in Bern ."
10010201,Swiss citizenship,kept,keep,for the rest of his life,"In 1901 , he acquired Swiss citizenship , which he kept for the rest of his life , and in 1903 he secured a permanent position at the Swiss Patent Office in Bern ."
10010201,he,secured,secure,a permanent position at the Swiss Patent Office in Bern in 1903,"In 1901 , he acquired Swiss citizenship , which he kept for the rest of his life , and in 1903 he secured a permanent position at the Swiss Patent Office in Bern ."
10010211,he,was awarded,be award,a PhD by the University of Zurich In 1905,"In 1905 , he was awarded a PhD by the University of Zurich ."
10010221,Einstein,moved,move,to Berlin in order In 1914,"In 1914 , Einstein moved to Berlin in order to join the Prussian Academy of Sciences and the Humboldt University of Berlin ."
10010231,Einstein,became,become,director of the Kaiser Wilhelm Institute for Physics In 1917,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,he,also became,also become,a German citizen again,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010241,Einstein,was visiting,be visit,the United States,"In 1933 , while Einstein was visiting the United States , Adolf Hitler came to power in Germany ."
10010241,Adolf Hitler,came,come,to power In 1933 in Germany,"In 1933 , while Einstein was visiting the United States , Adolf Hitler came to power in Germany ."
10010251,Einstein,objected,object,to the policies of the newly elected Nazi government,"Einstein , as Jewish , objected to the policies of the newly elected Nazi government ; he settled in the United States and became an American citizen in 1940 ."
10010251,he,settled,settle,in the United States,"Einstein , as Jewish , objected to the policies of the newly elected Nazi government ; he settled in the United States and became an American citizen in 1940 ."
10010251,he,became,become,an American citizen in 1940,"Einstein , as Jewish , objected to the policies of the newly elected Nazi government ; he settled in the United States and became an American citizen in 1940 ."
10010261,he,endorsed,endorse,a letter to President Franklin D. Roosevelt On the eve of World War II,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010261,a letter to President Franklin D. Roosevelt,alerting,alert,him to the potential German nuclear weapons program,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010261,the US,begin,begin,similar research,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010261,a letter to President Franklin D. Roosevelt,recommending,recommend,that the US begin similar research,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010271,Einstein,supported,support,the Allies,Einstein supported the Allies but generally denounced the idea of nuclear weapons .
10010271,Einstein,generally denounced,generally denounce,the idea of nuclear weapons,Einstein supported the Allies but generally denounced the idea of nuclear weapons .
10020001,Sir Roger Penrose OM FRS HonFInstP,is,be,an English mathematician,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,Sir Roger Penrose OM FRS HonFInstP,is,be,an English philosopher of science,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,Sir Roger Penrose OM FRS HonFInstP,is,be,an English mathematical physicist,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,Sir Roger Penrose OM FRS HonFInstP,is,be,an English Nobel Laureate in Physics,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020002,Sir Roger Penrose OM,is,be,a British mathematician,Sir Roger Penrose OM is a British mathematician and theoretical physicist .
10020002,Sir Roger Penrose OM,is,be,a British theoretical physicist,Sir Roger Penrose OM is a British mathematician and theoretical physicist .
10020011,He,is,be,Emeritus Rouse Ball Professor of Mathematics in the University of Oxford,"He is Emeritus Rouse Ball Professor of Mathematics in the University of Oxford , an emeritus fellow of Wadham College , Oxford , and an honorary fellow of St John 's College , Cambridge and University College London ."
10020011,He,is,be,an emeritus fellow of Wadham College,"He is Emeritus Rouse Ball Professor of Mathematics in the University of Oxford , an emeritus fellow of Wadham College , Oxford , and an honorary fellow of St John 's College , Cambridge and University College London ."
10020011,He,is,be,"an honorary fellow of St John 's College ,","He is Emeritus Rouse Ball Professor of Mathematics in the University of Oxford , an emeritus fellow of Wadham College , Oxford , and an honorary fellow of St John 's College , Cambridge and University College London ."
10020011,He,is,be,an honorary fellow of University College London,"He is Emeritus Rouse Ball Professor of Mathematics in the University of Oxford , an emeritus fellow of Wadham College , Oxford , and an honorary fellow of St John 's College , Cambridge and University College London ."
10020012,Penrose 's main areas of research,are,be,mathematical physics,"Penrose 's main areas of research are mathematical physics and cosmology , and his work in these fields is highly respected ."
10020012,Penrose 's main areas of research,are,be,cosmology,"Penrose 's main areas of research are mathematical physics and cosmology , and his work in these fields is highly respected ."
10020021,Penrose,has contributed,have contribute,to the mathematical physics of cosmology,Penrose has contributed to the mathematical physics of general relativity and cosmology .
10020021,Penrose,has contributed,have contribute,to the mathematical physics of general relativity,Penrose has contributed to the mathematical physics of general relativity and cosmology .
10020022,He,has also written,have also write,on topics of philosophy in numerous popular science books,He has also written on topics of philosophy in numerous popular science books .
10020031,black hole formation,is,be,a robust prediction of the general theory of relativity,"He has received several prizes and awards , including the 1988 Wolf Prize in Physics , which he shared with Stephen Hawking for the Penrose–Hawking singularity theorems , and one half of the 2020 Nobel Prize in Physics `` for the discovery that black hole formation is a robust prediction of the general theory of relativity '' ."
10020031,the 1988 Wolf Prize in Physics,shared,share,with Stephen Hawking for the Penrose–Hawking,"He has received several prizes and awards , including the 1988 Wolf Prize in Physics , which he shared with Stephen Hawking for the Penrose–Hawking singularity theorems , and one half of the 2020 Nobel Prize in Physics `` for the discovery that black hole formation is a robust prediction of the general theory of relativity '' ."
10020031,He,has received,have receive,"several prizes , including the 1988 Wolf Prize in Physics","He has received several prizes and awards , including the 1988 Wolf Prize in Physics , which he shared with Stephen Hawking for the Penrose–Hawking singularity theorems , and one half of the 2020 Nobel Prize in Physics `` for the discovery that black hole formation is a robust prediction of the general theory of relativity '' ."
10020031,He,has received,have receive,"several awards , including the 1988 Wolf Prize in Physics","He has received several prizes and awards , including the 1988 Wolf Prize in Physics , which he shared with Stephen Hawking for the Penrose–Hawking singularity theorems , and one half of the 2020 Nobel Prize in Physics `` for the discovery that black hole formation is a robust prediction of the general theory of relativity '' ."
10020031,He,has received,have receive,"several prizes , including one half of the 2020 Nobel Prize in Physics","He has received several prizes and awards , including the 1988 Wolf Prize in Physics , which he shared with Stephen Hawking for the Penrose–Hawking singularity theorems , and one half of the 2020 Nobel Prize in Physics `` for the discovery that black hole formation is a robust prediction of the general theory of relativity '' ."
10020032,the formation of black holes,is,be,a robust prediction of general relativity,"He was awarded half the Nobel Prize in Physics in 2020 `` for the discovery that the formation of black holes is a robust prediction of general relativity '' ( according to the laudation ) , i.e. , not based on special mathematically simplified assumptions ."
10020032,He,was awarded,be award,half the Nobel Prize in Physics in 2020,"He was awarded half the Nobel Prize in Physics in 2020 `` for the discovery that the formation of black holes is a robust prediction of general relativity '' ( according to the laudation ) , i.e. , not based on special mathematically simplified assumptions ."
10020032,"'' ( according to the laudation ) ,",i.e. not based,i.e. not base,on special mathematically simplified assumptions,"He was awarded half the Nobel Prize in Physics in 2020 `` for the discovery that the formation of black holes is a robust prediction of general relativity '' ( according to the laudation ) , i.e. , not based on special mathematically simplified assumptions ."
10020041,He,is regarded,be regard,as one of the greatest living physicists,"He is regarded as one of the greatest living physicists , mathematicians and scientists , and is particularly noted for the breadth and depth of his work in both natural and formal sciences ."
10020041,He,is particularly noted,be particularly note,for the breadth of his work in both formal sciences,"He is regarded as one of the greatest living physicists , mathematicians and scientists , and is particularly noted for the breadth and depth of his work in both natural and formal sciences ."
10020041,He,is regarded,be regard,as one of the greatest living scientists,"He is regarded as one of the greatest living physicists , mathematicians and scientists , and is particularly noted for the breadth and depth of his work in both natural and formal sciences ."
10020041,He,is regarded,be regard,as one of the greatest living mathematicians,"He is regarded as one of the greatest living physicists , mathematicians and scientists , and is particularly noted for the breadth and depth of his work in both natural and formal sciences ."
10020041,He,is particularly noted,be particularly note,for the breadth of his work in both natural sciences,"He is regarded as one of the greatest living physicists , mathematicians and scientists , and is particularly noted for the breadth and depth of his work in both natural and formal sciences ."
10020042,The laudation,referred,refer,in particular to his mathematical work in the 1960s with the introduction of new methods in general relativity,"The laudation thus referred in particular to his mathematical work in the 1960s with the introduction of new methods in general relativity , which culminated in the joint work with Stephen Hawking on the existence of singularities and thus black holes in general relativity under very general conditions ( singularity theorem ) ."
10020042,the introduction new methods in general relativity,culminated,culminate,in the joint work with Stephen Hawking on the existence of singularities in general relativity under very general conditions,"The laudation thus referred in particular to his mathematical work in the 1960s with the introduction of new methods in general relativity , which culminated in the joint work with Stephen Hawking on the existence of singularities and thus black holes in general relativity under very general conditions ( singularity theorem ) ."
10020042,the introduction new methods in general relativity,culminated,culminate,in the joint work with Stephen Hawking on the existence of black holes in general relativity under very general conditions,"The laudation thus referred in particular to his mathematical work in the 1960s with the introduction of new methods in general relativity , which culminated in the joint work with Stephen Hawking on the existence of singularities and thus black holes in general relativity under very general conditions ( singularity theorem ) ."
10020052,The second half of the Nobel Prize,went,go,to Andrea Ghez for empirical evidence of the existence of a supermassive black hole in the center of the Milky Way,The second half of the Nobel Prize went to Andrea Ghez and Reinhard Genzel for empirical evidence of the existence of a supermassive black hole in the center of the Milky Way
10020052,The second half of the Nobel Prize,went,go,to Reinhard Genzel for empirical evidence of the existence of a supermassive black hole in the center of the Milky Way,The second half of the Nobel Prize went to Andrea Ghez and Reinhard Genzel for empirical evidence of the existence of a supermassive black hole in the center of the Milky Way
10030001,a German chemist,received,receive,the Nobel Prize in Chemistry in 1918,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,Fritz Haber,was,be,a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,a method,used,use,in industry to synthesize ammonia from nitrogen gas,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,a method,used,use,in industry to synthesize ammonia from hydrogen gas,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030002,Fritz Jakob Haber,was,be,a German chemist,"Fritz Jakob Haber , also Fritz Jacob Haber , was a German chemist and Nobel Prize winner for chemistry ."
10030002,Fritz Jakob Haber,was,be,a German Nobel Prize winner for chemistry,"Fritz Jakob Haber , also Fritz Jacob Haber , was a German chemist and Nobel Prize winner for chemistry ."
10030011,This invention,is,be,important for the large-scale synthesis of fertilizers,This invention is important for the large-scale synthesis of fertilizers and explosives .
10030011,This invention,is,be,important for the large-scale synthesis of explosives,This invention is important for the large-scale synthesis of fertilizers and explosives .
10030012,He,was,be,the founding director for 22 years of the Kaiser Wilhelm Institute for Electrochemistry in Berlin,"He was the founding director for 22 years of the Kaiser Wilhelm Institute for Physical Chemistry and Electrochemistry in Berlin , which is now named after him ."
10030012,the Kaiser Wilhelm Institute for Electrochemistry in Berlin,is named,be name,after him now,"He was the founding director for 22 years of the Kaiser Wilhelm Institute for Physical Chemistry and Electrochemistry in Berlin , which is now named after him ."
10030012,He,was,be,the founding director for 22 years of the Kaiser Wilhelm Institute for Physical Chemistry in Berlin,"He was the founding director for 22 years of the Kaiser Wilhelm Institute for Physical Chemistry and Electrochemistry in Berlin , which is now named after him ."
10030012,the Kaiser Wilhelm Institute for Physical Chemistry in Berlin,is named,be name,after him now,"He was the founding director for 22 years of the Kaiser Wilhelm Institute for Physical Chemistry and Electrochemistry in Berlin , which is now named after him ."
10030021,this,supports,support,nearly half the world population,"It is estimated that two thirds of annual global food production uses ammonia from the Haber–Bosch process , and that this supports nearly half the world population ."
10030021,It two thirds of annual global food production,is estimated uses,be estimate use,ammonia from the Haber–Bosch,"It is estimated that two thirds of annual global food production uses ammonia from the Haber–Bosch process , and that this supports nearly half the world population ."
10030021,It,is estimated,be estimate,this supports nearly half,"It is estimated that two thirds of annual global food production uses ammonia from the Haber–Bosch process , and that this supports nearly half the world population ."
10030022,His scientific work,includes,include,contributions to thermochemistry,"His scientific work includes contributions to thermochemistry , organic chemistry , electrochemistry and technical chemistry ."
10030022,His scientific work,includes,include,contributions to organic chemistry,"His scientific work includes contributions to thermochemistry , organic chemistry , electrochemistry and technical chemistry ."
10030022,His scientific work,includes,include,contributions to electrochemistry,"His scientific work includes contributions to thermochemistry , organic chemistry , electrochemistry and technical chemistry ."
10030022,His scientific work,includes,include,contributions to technical chemistry,"His scientific work includes contributions to thermochemistry , organic chemistry , electrochemistry and technical chemistry ."
10030031,"Haber , Born",proposed,propose,the Born–Haber cycle as a method for evaluating the lattice energy of an ionic solid,"Haber , along with Max Born , proposed the Born–Haber cycle as a method for evaluating the lattice energy of an ionic solid ."
10030032,Haber,developed,develope,the Born-Haber circular process for the quantitative determination of the lattice energy in crystals,"Together with Max Born , Haber developed the Born-Haber circular process for the quantitative determination of the lattice energy in crystals ."
10030041,pioneering work,weaponizing,weaponizing,other poisonous gases during World War I,"Haber is also considered the `` father of chemical warfare '' for his years of pioneering work developing and weaponizing chlorine and other poisonous gases during World War I , especially his actions during the Second Battle of Ypres ."
10030041,work I,pioneering weaponizing,pioneer weaponizing,chlorine during World War,"Haber is also considered the `` father of chemical warfare '' for his years of pioneering work developing and weaponizing chlorine and other poisonous gases during World War I , especially his actions during the Second Battle of Ypres ."
10030041,his pioneering work I,developing,develope,other poisonous gases during World War,"Haber is also considered the `` father of chemical warfare '' for his years of pioneering work developing and weaponizing chlorine and other poisonous gases during World War I , especially his actions during the Second Battle of Ypres ."
10030041,his pioneering work,developing,develope,chlorine during World I War,"Haber is also considered the `` father of chemical warfare '' for his years of pioneering work developing and weaponizing chlorine and other poisonous gases during World War I , especially his actions during the Second Battle of Ypres ."
10030042,he,developed,develope,the Haber-Bosch process for the catalytic synthesis of ammonia from the elements nitrogen,"Together with Carl Bosch , he developed the Haber-Bosch process for the catalytic synthesis of ammonia from the elements nitrogen and hydrogen ."
10030042,he,developed,develope,the Haber-Bosch process for the catalytic synthesis of ammonia from the elements hydrogen,"Together with Carl Bosch , he developed the Haber-Bosch process for the catalytic synthesis of ammonia from the elements nitrogen and hydrogen ."
10030052,This,enables,enable,the mass production of nitrogen fertilizer,This enables the mass production of nitrogen fertilizer and thus secures food for a large part of today 's world population .
10030052,This,secures,secure,food for a large part of today 's world population,This enables the mass production of nitrogen fertilizer and thus secures food for a large part of today 's world population .
