"subject_str","subject_id","subject_type","predicate_org","predicate","object_str","object_id","object_type","text"
"Einstein","Einstein","Unknown","received","receive","numerous honors","numerous honors","Unknown","Einstein received numerous awards and honors , and in 1922 , he was awarded the 1921 Nobel Prize in Physics `` for his services to Theoretical Physics , and especially for his discovery of the law of the photoelectric effect '' ."
"Einstein","Einstein","Unknown","after having had","after have have","a relationship with her since 1912","a relationship with her since 1912","Unknown","Einstein married his cousin Elsa Löwenthal in 1919 , after having had a relationship with her since 1912 ."
"malaria","malaria","Unknown","called was undermining","call be undermine","an `` evil '' that a third of the country 's development","an `` evil '' that a third of the country 's development","Unknown","That should be followed , he suggested , by a Chemical Institute and an Institute of Microbiology , to fight the various ongoing epidemics such as malaria , which he called an `` evil '' that was undermining a third of the country 's development ."
"all other religions","all other religions","Unknown","an incarnation of","a incarnation of","the most childish superstitions","the most childish superstitions","Unknown","For me the Jewish religion like all other religions is an incarnation of the most childish superstitions ."
"the patent office","the patent office","Unknown","promoted","promote","Einstein to Technical Examiner Second Class in 1906","Einstein to Technical Examiner Second Class in 1906","Unknown","Although the patent office promoted Einstein to Technical Examiner Second Class in 1906 , he had not given up on academia ."
"a speech","a speech","Unknown","was preparing","be prepare","for a television appearance","for a television appearance","Unknown","He took the draft of a speech he was preparing for a television appearance commemorating the state of Israel 's seventh anniversary with him to the hospital , but he did not live to complete it ."
"He","He","Unknown","to reach","to reach","the required standard in the general part of the examination","the required standard in the general part of the examination","Unknown","He failed to reach the required standard in the general part of the examination , but obtained exceptional grades in physics and mathematics ."
"the photoelectric effect","the photoelectric effect","Unknown","gave","give","rise to quantum theory","rise to quantum theory","Unknown","The `` Annus Mirabilis '' papers are four articles pertaining to the photoelectric effect ( which gave rise to quantum theory ) , Brownian motion , the special theory of relativity , and E = mc2 that Einstein published in the `` Annalen der Physik '' scientific journal in 1905 ."
"The geodesic equation , which describes how particles move ,","The geodesic equation , which describes how particles move ,","Unknown","may be derived","may be derive","from the Einstein field equations","from the Einstein field equations","Unknown","The geodesic equation , which describes how particles move , may be derived from the Einstein field equations ."
"Einstein","Einstein","Unknown","supported","support","his ideas , which were received skeptically at first","his ideas , which were received skeptically at first","Unknown","Einstein discovered Louis de Broglie 's work and supported his ideas , which were received skeptically at first ."
"he","he","Unknown","had not given up","have not give up","on academia","on academia","Unknown","Although the patent office promoted Einstein to Technical Examiner Second Class in 1906 , he had not given up on academia ."
"Harry Emerson Fosdick","Harry Emerson Fosdick","Unknown","gave","give","Einstein a tour of the church","Einstein a tour of the church","Unknown","Harry Emerson Fosdick , pastor at New York 's Riverside Church , gave Einstein a tour of the church and showed him a full-size statue that the church made of Einstein , standing at the entrance ."
"He","He","Unknown","published","publish","an essay in July 1921","an essay in July 1921","Unknown","He also published an essay , `` My First Impression of the U.S.A. '' , in July 1921 , in which he tried briefly to describe some characteristics of Americans , much as had Alexis de Tocqueville , who published his own impressions in `` Democracy in America '' ( 1835 ) ."
"I","I","Unknown","perhaps can understand","perhaps can understand","how black people feel as victims of discrimination","how black people feel as victims of discrimination","Unknown","Einstein has said `` Being a Jew myself , perhaps I can understand and empathize with how black people feel as victims of discrimination '' ."
"Bruria Kaufman","Bruria Kaufman","Unknown","is","be","his assistant","his assistant","Unknown","Bruria Kaufman , his assistant , later became a physicist ."
"The American","The American","Unknown","is","be","self-confident","self-confident","Unknown","For some of his observations , Einstein was clearly surprised : `` What strikes a visitor is the joyous , positive attitude to life ... The American is friendly , self-confident , optimistic , and without envy . ''"
"he","he","Unknown","was awarded","be award","a PhD by the University of Zurich In 1905","a PhD by the University of Zurich In 1905","Unknown","In 1905 , he was awarded a PhD by the University of Zurich ."
"Locker-Lampson","Locker-Lampson","Unknown","took","take","Einstein to meet former Prime Minister Lloyd George","Einstein to meet former Prime Minister Lloyd George","Unknown","Locker-Lampson took Einstein to meet Winston Churchill at his home , and later , Austen Chamberlain and former Prime Minister Lloyd George ."
"The results of subsequent experiments","The results of subsequent experiments","Unknown","can not be represented","can not be represent","that quantum physics by any version of the picture of physics in which `` particles are regarded as unconnected independent classical-like entities","that quantum physics by any version of the picture of physics in which `` particles are regarded as unconnected independent classical-like entities","Unknown","The results of these and subsequent experiments demonstrate that quantum physics can not be represented by any version of the picture of physics in which `` particles are regarded as unconnected independent classical-like entities , each one being unable to communicate with the other after they have separated . ''"
"he","he","Unknown","became","become","displeased with modern quantum mechanics as it had evolved after 1925 , despite its acceptance by other physicists","displeased with modern quantum mechanics as it had evolved after 1925 , despite its acceptance by other physicists","Unknown","However , he became displeased with modern quantum mechanics as it had evolved after 1925 , despite its acceptance by other physicists ."
"he","he","Unknown","denounced","denounce","Germany 's treatment of Jews In one of his speeches","Germany 's treatment of Jews In one of his speeches","Unknown","In one of his speeches he denounced Germany 's treatment of Jews , while at the same time he introduced a bill promoting Jewish citizenship in Palestine , as they were being denied citizenship elsewhere ."
"He","He","Unknown","took","take","the draft of a speech","the draft of a speech","Unknown","He took the draft of a speech he was preparing for a television appearance commemorating the state of Israel 's seventh anniversary with him to the hospital , but he did not live to complete it ."
"he","he","Unknown","did not live","do not live","to","to","Unknown","He took the draft of a speech he was preparing for a television appearance commemorating the state of Israel 's seventh anniversary with him to the hospital , but he did not live to complete it ."
"he","he","Unknown","endorsed","endorse","a letter to President Franklin D. Roosevelt On the eve of World War II","a letter to President Franklin D. Roosevelt On the eve of World War II","Unknown","On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
"Millikan","Millikan","Unknown","had","have","a penchant for patriotic militarism","a penchant for patriotic militarism","Unknown","His friendship with Millikan was `` awkward '' , as Millikan `` had a penchant for patriotic militarism '' , where Einstein was a pronounced pacifist ."
"Marić","Marić","Unknown","was staying","be stay","with her parents Novi Sad","with her parents Novi Sad","Unknown","Early correspondence between Einstein and Marić was discovered and published in 1987 which revealed that the couple had a daughter named `` Lieserl '' , born in early 1902 in Novi Sad where Marić was staying with her parents ."
"two technical problems","two technical problems","Unknown","show up conspicuously","show up conspicuously","in the thought experiments","in the thought experiments","Unknown","Much of his work at the patent office related to questions about transmission of electric signals and electrical-mechanical synchronization of time , two technical problems that show up conspicuously in the thought experiments that eventually led Einstein to his radical conclusions about the nature of light and the fundamental connection between space and time ."
"Einstein","Einstein","Unknown","equally worried","equally worry","about the fate of countless other scientists still in Germany","about the fate of countless other scientists still in Germany","Unknown","Einstein was now without a permanent home , unsure where he would live and work , and equally worried about the fate of countless other scientists still in Germany ."
"he","he","Unknown","stated","state","in the paper","in the paper","Unknown","As he stated in the paper , `` In what follows , I would like to draw attention to a solution to equation ( 1 ) that can account for Hubbel 's [ `` sic '' ] facts , and in which the density is constant over time '' ... `` If one considers a physically bounded volume , particles of matter will be continually leaving it ."
"he","he","Unknown","became","become","enamored of Mozart 's compositions","enamored of Mozart 's compositions","Unknown","When he turned 13 , he discovered the violin sonatas of Mozart , whereupon he became enamored of Mozart 's compositions and studied music more willingly ."
"a `` Scientific American '' article","a `` Scientific American '' article","Unknown","titled","title","On the Generalized Theory of Gravitation","On the Generalized Theory of Gravitation","Unknown","In 1950 , he described his `` unified field theory '' in a `` Scientific American '' article titled `` On the Generalized Theory of Gravitation '' ."
"I","I","Unknown","have done","have do","my share","my share","Unknown","I have done my share ; it is time to go ."
"German scientists","German scientists","Unknown","might win","may win","the race to build an atomic bomb","the race to build an atomic bomb","Unknown","Einstein and Szilárd , along with other refugees such as Edward Teller and Eugene Wigner , `` regarded it as their responsibility to alert Americans to the possibility that German scientists might win the race to build an atomic bomb , and to warn that Hitler would be more than willing to resort to such a weapon . ''"
"Einstein 's father","Einstein 's father","Unknown","founded","found","Elektrotechnische Fabrik J. Einstein & amp Munich","Elektrotechnische Fabrik J. Einstein & amp Munich","Unknown","In 1880 , the family moved to Munich , where Einstein 's father and his uncle Jakob founded `` Elektrotechnische Fabrik J. Einstein & amp ; Cie '' , a company that manufactured electrical equipment based on direct current ."
"Einstein","Einstein","Unknown","evaluated","evaluate","patent applications for a variety of devices including a gravel sorter","patent applications for a variety of devices including a gravel sorter","Unknown","Einstein evaluated patent applications for a variety of devices including a gravel sorter and an electromechanical typewriter ."
"He","He","Unknown","continued to deal","continue to deal","with problems of statistical mechanics","with problems of statistical mechanics","Unknown","He continued to deal with problems of statistical mechanics and quantum theory , which led to his explanations of particle theory and the motion of molecules ."
"Einstein","Einstein","Unknown","tried to develop both unsuccessfully","try to develop both unsuccessfully","a unified field theory","a unified field theory","Unknown","During this period , Einstein tried to develop a unified field theory and to refute the accepted interpretation of quantum physics , both unsuccessfully ."
"they","they","Unknown","lacked the capital to convert","lack the capital to convert","their equipment from the direct current ( DC ) standard to the more efficient alternating current ( AC ) standard","their equipment from the direct current ( DC ) standard to the more efficient alternating current ( AC ) standard","Unknown","In 1894 , Hermann and Jakob 's company lost a bid to supply the city of Munich with electrical lighting because they lacked the capital to convert their equipment from the direct current ( DC ) standard to the more efficient alternating current ( AC ) standard ."
"they","they","Unknown","learned","learn","that the German Reichstag had passed the Enabling Act on 23 March during the trip","that the German Reichstag had passed the Enabling Act on 23 March during the trip","Unknown","He and his wife Elsa returned to Europe in March , and during the trip , they learned that the German Reichstag had passed the Enabling Act on 23 March , transforming Hitler 's government into a `` de facto '' legal dictatorship , and that they would not be able to proceed to Berlin ."
"Einstein","Einstein","Unknown","returned","return","to the problem of thermodynamic fluctuations","to the problem of thermodynamic fluctuations","Unknown","Einstein returned to the problem of thermodynamic fluctuations , giving a treatment of the density variations in a fluid at its critical point ."
"Their readings","Their readings","Unknown","included","include","the works of David Hume","the works of David Hume","Unknown","Their readings included the works of Henri Poincaré , Ernst Mach , and David Hume , which influenced his scientific and philosophical outlook ."
"The couple","The couple","Unknown","moved","move","to Berlin in April 1914","to Berlin in April 1914","Unknown","The couple moved to Berlin in April 1914 , but Marić returned to Zürich with their sons after learning that , despite their close relationship before , Einstein 's chief romantic attraction was now his cousin Elsa Löwenthal ; she was his first cousin maternally and second cousin paternally ."
"the electromagnetic field","the electromagnetic field","Unknown","led","lead","him to develop his special theory of relativity","him to develop his special theory of relativity","Unknown","Einstein thought that the laws of classical mechanics could no longer be reconciled with those of the electromagnetic field , which led him to develop his special theory of relativity ."
"General relativity","General relativity","Unknown","is","be","a theory of gravitation that was developed by Einstein between 1907 and 1915","a theory of gravitation that was developed by Einstein between 1907 and 1915","Unknown","General relativity ( GR ) is a theory of gravitation that was developed by Einstein between 1907 and 1915 ."
"These","These","Unknown","outlined","outline","the theory of the photoelectric effect","the theory of the photoelectric effect","Unknown","These outlined the theory of the photoelectric effect , explained Brownian motion , introduced special relativity , and demonstrated mass-energy equivalence ."
"the randomness of quantum mechanics","the randomness of quantum mechanics","Unknown","was","be","fundamental rather than the result of determinism","fundamental rather than the result of determinism","Unknown","He was skeptical that the randomness of quantum mechanics was fundamental rather than the result of determinism , stating that God `` is not playing at dice '' ."
"the most terrible danger man","the most terrible danger man","Unknown","has found","have find","himself ever","himself ever","Unknown","He wrote `` I advocate world government because I am convinced that there is no other possible way of eliminating the most terrible danger in which man has ever found himself . ''"
"an argument","an argument","Unknown","led","lead","him to conclude that a general relativistic field theory is impossible","him to conclude that a general relativistic field theory is impossible","Unknown","He formulated an argument that led him to conclude that a general relativistic field theory is impossible ."
"he","he","Unknown","opposed","oppose","what it evolved into , objecting that nature `` does not play dice First","what it evolved into , objecting that nature `` does not play dice First","Unknown","First , despite his great contributions to quantum mechanics , he opposed what it evolved into , objecting that nature `` does not play dice '' ."
"most American universities , including Yale","most American universities , including Yale","Unknown","had","have","no Jewish students At the time","no Jewish students At the time","Unknown","At the time , most American universities , including Harvard , Princeton and Yale , had minimal or no Jewish faculty or students , as a result of their Jewish quotas , which lasted until the late 1940s ."
"his arrangers","his arrangers","Unknown","aimed","aim","to protect his privacy","to protect his privacy","Unknown","After the national attention , he received during his first trip to the US , he and his arrangers aimed to protect his privacy ."
"Einstein","Einstein","Unknown","wrote","write","in his response that he was `` at once saddened '' that he could not accept it","in his response that he was `` at once saddened '' that he could not accept it","Unknown","Einstein declined , and wrote in his response that he was `` deeply moved '' , and `` at once saddened and ashamed '' that he could not accept it ."
"He he rather","He he rather","Unknown","were a head of","be a head of","state ,","state ,","Unknown","He was greeted as if he were a head of state , rather than a physicist , which included a cannon salute upon arriving at the home of the British high commissioner , Sir Herbert Samuel ."
"He","He","Unknown","wrote","write","that the spirit of learning was lost in strict rote learning later","that the spirit of learning was lost in strict rote learning later","Unknown","He later wrote that the spirit of learning and creative thought was lost in strict rote learning ."
"Einstein","Einstein","Unknown","conducted","conduct","other investigations that were unsuccessful","other investigations that were unsuccessful","Unknown","Einstein conducted other investigations that were unsuccessful and abandoned ."
"He","He","Unknown","acquired","acquire","Swiss citizenship in February 1901","Swiss citizenship in February 1901","Unknown","He acquired Swiss citizenship in February 1901 , but was not conscripted for medical reasons ."
"Einstein","Einstein","Unknown","wrote","write","a short letter to Gandhi During the visit","a short letter to Gandhi During the visit","Unknown","During the visit , Einstein wrote a short letter to Gandhi that was delivered to him through his envoy , and Gandhi responded quickly with his own letter ."
"calculations light from another star","calculations light from another star","Unknown","should be bent","should be bend","by the Sun 's gravity","by the Sun 's gravity","Unknown","Based on calculations Einstein had made in 1911 using his new theory of general relativity , light from another star should be bent by the Sun 's gravity ."
"Marić","Marić","Unknown","returned paternally","return paternally","to Zürich after learning","to Zürich after learning","Unknown","The couple moved to Berlin in April 1914 , but Marić returned to Zürich with their sons after learning that , despite their close relationship before , Einstein 's chief romantic attraction was now his cousin Elsa Löwenthal ; she was his first cousin maternally and second cousin paternally ."
"the density","the density","Unknown","to remain","to remain","constant","constant","Unknown","For the density to remain constant , new particles of matter must be continually formed in the volume from space . ''"
"Einstein 's future wife","Einstein 's future wife","Unknown","enrolled","enroll","at the polytechnic school that year","at the polytechnic school that year","Unknown","Einstein 's future wife , a 20-year-old Serbian named Mileva Marić , also enrolled at the polytechnic school that year ."
"director at the Kaiser Wilhelm Institute for Physics","director at the Kaiser Wilhelm Institute for Physics","Unknown","was","be","soon to be established","soon to be established","Unknown","Max Planck and Walther Nernst visited him the next week in Zurich to persuade him to join the academy , additionally offering him the post of director at the Kaiser Wilhelm Institute for Physics , which was soon to be established ."
"those","those","Unknown","targeted","target","by the German Student Union in the Nazi book burnings","by the German Student Union in the Nazi book burnings","Unknown","A month later , Einstein 's works were among those targeted by the German Student Union in the Nazi book burnings , with Nazi propaganda minister Joseph Goebbels proclaiming , `` Jewish intellectualism is dead . ''"
"he","he","Unknown","received","receive","an official welcome by Mayor John Francis Hylan ,","an official welcome by Mayor John Francis Hylan ,","Unknown","Einstein visited New York City for the first time on 2 April 1921 , where he received an official welcome by Mayor John Francis Hylan , followed by three weeks of lectures and receptions ."
"The theory developed in this paper","The theory developed in this paper","Unknown","became known","become know","as Einstein 's special theory of relativity later","as Einstein 's special theory of relativity later","Unknown","The theory developed in this paper later became known as Einstein 's special theory of relativity ."
"he","he","Unknown","described","describe","his `` unified field theory '' In 1950 in a `` Scientific American article","his `` unified field theory '' In 1950 in a `` Scientific American article","Unknown","In 1950 , he described his `` unified field theory '' in a `` Scientific American '' article titled `` On the Generalized Theory of Gravitation '' ."
"Conclusions from the Capillarity Phenomena","Conclusions from the Capillarity Phenomena","Unknown","was published","be publish","in the journal","in the journal","Unknown","In 1900 , Einstein 's paper `` Folgerungen aus den Capillaritätserscheinungen '' ( `` Conclusions from the Capillarity Phenomena '' ) was published in the journal `` Annalen der Physik '' ."
"the direct connection between them","the direct connection between them","Unknown","was established","be establish","through Wilfrid Israel in the end","through Wilfrid Israel in the end","Unknown","Although in the end Einstein and Gandhi were unable to meet as they had hoped , the direct connection between them was established through Wilfrid Israel ."
"Locker-Lampson","Locker-Lampson","Unknown","invited","invite","him to stay near his home in a wooden cabin on Roughton Heath in the Parish of","him to stay near his home in a wooden cabin on Roughton Heath in the Parish of","Unknown","Locker-Lampson invited him to stay near his home in a wooden cabin on Roughton Heath in the Parish of ."
"This","This","Unknown","was established","be establish","by Infeld for pointlike objects without angular momentum","by Infeld for pointlike objects without angular momentum","Unknown","This was established by Einstein , Infeld , and Hoffmann for pointlike objects without angular momentum , and by Roy Kerr for spinning objects ."
"a universe","a universe","Unknown","was","be","dynamic","dynamic","Unknown","He discovered that the general field equations predicted a universe that was dynamic , either contracting or expanding ."
"observational evidence for a dynamic universe","observational evidence for a dynamic universe","Unknown","was not known","be not know","at the time","at the time","Unknown","As observational evidence for a dynamic universe was not known at the time , Einstein introduced a new term , the cosmological constant , to the field equations , in order to allow the theory to predict a static universe ."
"he","he","Unknown","does suggest","doe suggest","that this idea would explain certain experimental results , notably","that this idea would explain certain experimental results , notably","Unknown","But he does suggest that this idea would explain certain experimental results , notably the photoelectric effect ."
"a precise position measurement on one particle","a precise position measurement on one particle","Unknown","would result","would result","in equally precise knowledge of the position of the other particle No matter how far the two particles were separated","in equally precise knowledge of the position of the other particle No matter how far the two particles were separated","Unknown","No matter how far the two particles were separated , a precise position measurement on one particle would result in equally precise knowledge of the position of the other particle ; likewise a precise momentum measurement of one particle would result in equally precise knowledge of the momentum of the other particle , without needing to disturb the other particle in any way ."
"Einstein","Einstein","Unknown","excelled at physics reaching ahead","excel at physic reach ahead","a mathematical level years of his peers","a mathematical level years of his peers","Unknown","Einstein excelled at math and physics from a young age , reaching a mathematical level years ahead of his peers ."
"the idea of photons","the idea of photons","Unknown","did not receive","do not receive","universal acceptance until the 1924 derivation of the Planck spectrum by S. N. Bose","universal acceptance until the 1924 derivation of the Planck spectrum by S. N. Bose","Unknown","While the general theory of relativity was still considered somewhat controversial , the citation also does not treat even the cited photoelectric work as an `` explanation '' but merely as a `` discovery of the law '' , as the idea of photons was considered outlandish and did not receive universal acceptance until the 1924 derivation of the Planck spectrum by S. N. Bose ."
"It","It","Unknown","reconciled","reconcile","conflicts between Maxwell 's equations ( the laws of magnetism ) and the laws of Newtonian mechanics by introducing changes to the laws of mechanics","conflicts between Maxwell 's equations ( the laws of magnetism ) and the laws of Newtonian mechanics by introducing changes to the laws of mechanics","Unknown","It reconciled conflicts between Maxwell 's equations ( the laws of electricity and magnetism ) and the laws of Newtonian mechanics by introducing changes to the laws of mechanics ."
"Konenkova","Konenkova","Unknown","was","be","a Russian spy who was married to the noted Russian sculptor Sergei Konenkov ( )","a Russian spy who was married to the noted Russian sculptor Sergei Konenkov ( )","Unknown","Konenkova was a Russian spy who was married to the noted Russian sculptor Sergei Konenkov ( who created the bronze bust of Einstein at the Institute for Advanced Study at Princeton ) ."
"The visit by his wife","The visit by his wife","Unknown","was financed primarily","be finance primarily","by the Council of the University of Buenos Aires with a smaller contribution from the Argentine-Germanic Cultural Institution","by the Council of the University of Buenos Aires with a smaller contribution from the Argentine-Germanic Cultural Institution","Unknown","The visit by Einstein and his wife was financed primarily by the Council of the University of Buenos Aires and the `` Asociación Hebraica Argentina '' ( Argentine Hebraic Association ) with a smaller contribution from the Argentine-Germanic Cultural Institution ."
"their son","their son","Unknown","was born","be bear","in Bern In May 1904","in Bern In May 1904","Unknown","In May 1904 , their son Hans Albert Einstein was born in Bern , Switzerland ."
"Einstein","Einstein","Unknown","realized","realize","that the hole argument was mistaken After more than two years of intensive work","that the hole argument was mistaken After more than two years of intensive work","Unknown","After more than two years of intensive work , Einstein realized that the hole argument was mistaken and abandoned the theory in November 1915 ."
"physics","physics","Unknown","needed","need","a new , unified foundation","a new , unified foundation","Unknown","Einstein saw this wave–particle duality in radiation as concrete evidence for his conviction that physics needed a new , unified foundation ."
"he","he","Unknown","was asked","be ask","by the biochemist to help raise funds for the planned university","by the biochemist to help raise funds for the planned university","Unknown","Earlier , in 1921 , he was asked by the biochemist and president of the World Zionist Organization , Chaim Weizmann , to help raise funds for the planned university ."
"each h","each h","Unknown","is","be","Planck 's constant","Planck 's constant","Unknown","Einstein concluded that each wave of frequency `` f '' is associated with a collection of photons with energy `` hf '' each , where `` h '' is Planck 's constant ."
"Chaplin 's film","Chaplin 's film","Unknown","to premiere","to premiere","a few days later in Hollywood","a few days later in Hollywood","Unknown","Chaplin 's film , `` City Lights '' , was to premiere a few days later in Hollywood , and Chaplin invited Einstein and Elsa to join him as his special guests ."
