"subject_str","subject_id","subject_type","predicate_org","predicate","object_str","object_id","object_type","text"
"einstein","http://www.wikidata.org/entity/Q937","Person","enrolled","enroll","that year","that year","DATE","Einstein 's future wife , a 20-year-old Serbian named Mileva Marić , also enrolled at the polytechnic school that year ."
"frederic golden","Frederic Golden","PERSON","wrote","write","einstein","Einstein","PERSON","Time '' magazine 's Frederic Golden wrote that Einstein was `` a cartoonist 's dream come true '' ."
"david ben-gurion","David Ben-Gurion","PERSON","offered","offer","ezriel carlebach","Ezriel Carlebach","PERSON","Upon his death while in office in November 1952 and at the urging of Ezriel Carlebach , Prime Minister David Ben-Gurion offered Einstein the position of President of Israel , a mostly ceremonial post ."
"einstein","http://www.wikidata.org/entity/Q937","Person","to befriend","to befriend","upton sinclair","Upton Sinclair","PERSON","This aversion to war also led Einstein to befriend author Upton Sinclair and film star Charlie Chaplin , both noted for their pacifism ."
"marie","http://www.wikidata.org/entity/Q973685","Language","was","be","a year older","a year older","DATE","Marie Winteler , who was a year older , moved to Olsberg , Switzerland , for a teaching post ."
"einstein","http://www.wikidata.org/entity/Q937","Person","equally worried","equally worry","scientist","http://www.wikidata.org/entity/Q901","Profession","Einstein was now without a permanent home , unsure where he would live and work , and equally worried about the fate of countless other scientists still in Germany ."
"albert einstein archives","Albert Einstein Archives","ORG","told","tell","pages","http://www.wikidata.org/entity/Q60741299","Award","Barbara Wolff , of the Hebrew University 's Albert Einstein Archives , told the BBC that there are about 3,500 pages of private correspondence written between 1912 and 1955 ."
"hebrew university of jerusalem","Hebrew University of Jerusalem","ORG","was","be","board of governors","Board of Governors","ORG","Einstein was a figurehead leader in helping establish the Hebrew University of Jerusalem , which opened in 1925 and was among its first Board of Governors ."
"hendrik lorentz","Hendrik Lorentz","PERSON","is former professor of","be former professor of","einstein","Einstein","PERSON","Einstein 's former physics professor Hendrik Lorentz and the Polish chemist Marie Curie were also members of the committee ."
"einstein","http://www.wikidata.org/entity/Q937","Person","contacted","contact","turkey","Turkey","GPE","Einstein later contacted leaders of other nations , including Turkey 's Prime Minister , İsmet İnönü , to whom he wrote in September 1933 requesting placement of unemployed German-Jewish scientists ."
"einstein","Einstein","ORG","considered","consider","many years","many years","DATE","It thus appears that Einstein considered a steady-state model of the expanding universe many years before Hoyle , Bondi and Gold ."
"einstein","http://www.wikidata.org/entity/Q937","Person","to add","to add","author","http://www.wikidata.org/entity/Q36180","Profession","Schrödinger urged Einstein to add his name as co-author , although Einstein declined the invitation ."
"einstein","http://www.wikidata.org/entity/Q937","Person","having lived","have live","years","years","DATE","Einstein and Marić divorced on 14 February 1919 , having lived apart for five years ."
"einstein","http://www.wikidata.org/entity/Q937","Person","went formally renouncing","go formally renounce","german","http://www.wikidata.org/entity/Q188","Language","Upon landing in Antwerp , Belgium on 28 March , Einstein immediately went to the German consulate and surrendered his passport , formally renouncing his German citizenship ."
"einstein","http://www.wikidata.org/entity/Q937","Person","were also","be also","member","http://www.wikidata.org/entity/Q59820617","Award","Einstein 's former physics professor Hendrik Lorentz and the Polish chemist Marie Curie were also members of the committee ."
"einstein","http://www.wikidata.org/entity/Q937","Person","wrote","write","physicist","http://www.wikidata.org/entity/Q169470","Profession","In a subsequent letter to physicist and friend Max Born , who had already emigrated from Germany to England , Einstein wrote , `` ... I must confess that the degree of their brutality and cowardice came as something of a surprise . ''"
"einstein","Einstein","ORG","was","be","member","http://www.wikidata.org/entity/Q59820617","Award","In 1918 , Einstein was one of the founding members of the German Democratic Party , a liberal party ."
"einstein","Einstein","PERSON","was elected","be elect","the royal society","the Royal Society","ORG","Einstein was elected a Foreign Member of the Royal Society ( ForMemRS ) in 1921 ."
"russian","http://www.wikidata.org/entity/Q7737","Language","created","create","einstein","Einstein","ORG","Konenkova was a Russian spy who was married to the noted Russian sculptor Sergei Konenkov ( who created the bronze bust of Einstein at the Institute for Advanced Study at Princeton ) ."
"einstein","http://www.wikidata.org/entity/Q937","Person","was elected","be elect","president","http://www.wikidata.org/entity/Q4376769","Award","In 1916 , Einstein was elected president of the German Physical Society ( 1916–1918 ) ."
"lieserl","Lieserl","PERSON","born","bear","novi sad","Novi Sad","WORK_OF_ART","Early correspondence between Einstein and Marić was discovered and published in 1987 which revealed that the couple had a daughter named `` Lieserl '' , born in early 1902 in Novi Sad where Marić was staying with her parents ."
"einstein","http://www.wikidata.org/entity/Q937","Person","accepting","accept","the austro-hungarian empire","the Austro-Hungarian Empire","GPE","Einstein became a full professor at the German Charles-Ferdinand University in Prague in April 1911 , accepting Austrian citizenship in the Austro-Hungarian Empire to do so ."
"einstein","http://www.wikidata.org/entity/Q937","Person","asked","ask","jewish","http://www.wikidata.org/entity/Q9268","Belief","Einstein asked them to help bring Jewish scientists out of Germany ."
"einstein","Einstein","PERSON","asked","ask","german","German","NORP","Einstein asked them to help bring Jewish scientists out of Germany ."
"jakob","Jakob","PERSON","is  of","be   of","munich","Munich","GPE","In 1880 , the family moved to Munich , where Einstein 's father and his uncle Jakob founded `` Elektrotechnische Fabrik J. Einstein & amp ; Cie '' , a company that manufactured electrical equipment based on direct current ."
"chaplin","Chaplin","PERSON","was","be","hollywood","Hollywood","GPE","Chaplin 's film , `` City Lights '' , was to premiere a few days later in Hollywood , and Chaplin invited Einstein and Elsa to join him as his special guests ."
"secretary","http://www.wikidata.org/entity/Q5155576","Profession","was persuaded","be persuade","catholic","Catholic","NORP","Originally slated to serve as the Swiss delegate , Secretary-General Eric Drummond was persuaded by Catholic activists Oskar Halecki and Giuseppe Motta to instead have him become the German delegate , thus allowing Gonzague de Reynold to take the Swiss spot , from which he promoted traditionalist Catholic values ."
"jewish","http://www.wikidata.org/entity/Q9268","Belief","would be established","would be establish","israel","http://www.wikidata.org/entity/Q801","Country","Einstein was not a nationalist ; he was against the creation of an independent Jewish state , which would be established without his help as Israel in 1948 ."
"diploma","http://www.wikidata.org/entity/Q13579013","Award","naming","name","spanish","http://www.wikidata.org/entity/Q1321","Language","Einstein visited Spain for two weeks in 1923 , where he briefly met Santiago Ramón y Cajal and also received a diploma from King Alfonso XIII naming him a member of the Spanish Academy of Sciences ."
"einstein","Einstein","PERSON","intended","intend","institute of technology","http://www.wikidata.org/entity/Q1371037","Language","In December 1930 , Einstein visited America for the second time , originally intended as a two-month working visit as a research fellow at the California Institute of Technology ."
"einstein","http://www.wikidata.org/entity/Q937","Person","renounced","renounce","german","German","NORP","In January 1896 , with his father 's approval , Einstein renounced his citizenship in the German Kingdom of Württemberg to avoid military service ."
"an oriental studies institute","an Oriental Studies Institute","ORG","to include","to include","language","http://www.wikidata.org/entity/Q3181238","Language","Establishing an Oriental Studies Institute , to include language courses given in both Hebrew and Arabic , for scientific exploration of the country and its historical monuments , was also important ."
"einstein","Einstein","PERSON","was elected","be elect","german physical society","http://www.wikidata.org/entity/Q819187","Professional Society","In 1916 , Einstein was elected president of the German Physical Society ( 1916–1918 ) ."
"secretary","http://www.wikidata.org/entity/Q5131856","Profession","to instead have","to instead have","swiss","http://www.wikidata.org/entity/Q39","Country","Originally slated to serve as the Swiss delegate , Secretary-General Eric Drummond was persuaded by Catholic activists Oskar Halecki and Giuseppe Motta to instead have him become the German delegate , thus allowing Gonzague de Reynold to take the Swiss spot , from which he promoted traditionalist Catholic values ."
"einstein","Einstein","ORG","noted","note","atoms","http://www.wikidata.org/entity/Q5685120","Person","Einstein noted that Bose 's statistics applied to some atoms as well as to the proposed light particles , and submitted his translation of Bose 's paper to the `` Zeitschrift für Physik '' ."
"einstein","Einstein","ORG","was elected","be elect","royal society","http://www.wikidata.org/entity/Q123885","Academia of Science","Einstein was elected a Foreign Member of the Royal Society ( ForMemRS ) in 1921 ."
"einstein","Einstein","PERSON","led","lead","mechanics","http://www.wikidata.org/entity/Q327029","Profession","Einstein 's belief in local realism led him to assert that , while the correctness of quantum mechanics was not in question , it must be incomplete ."
"einstein","Einstein","ORG","knew","know","germany","Germany","GPE","In February 1933 , while on a visit to the United States , Einstein knew he could not return to Germany with the rise to power of the Nazis under Germany 's new chancellor , Adolf Hitler ."
"planck","Planck","PERSON","visited him the next week to persuade additionally","visit him the next week to persuade additionally","director","http://www.wikidata.org/entity/Q3387717","Profession","Max Planck and Walther Nernst visited him the next week in Zurich to persuade him to join the academy , additionally offering him the post of director at the Kaiser Wilhelm Institute for Physics , which was soon to be established ."
"einstein","http://www.wikidata.org/entity/Q937","Person","became","become","director","http://www.wikidata.org/entity/Q5280518","Profession","In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
"albert einstein","Albert Einstein","PERSON","was born","be bear","march","http://www.wikidata.org/entity/Q611694","Award","Albert Einstein was born in Ulm , in the Kingdom of Württemberg in the German Empire , on 14 March 1879 into a family of secular Ashkenazi Jews ."
"einstein","http://www.wikidata.org/entity/Q937","Person","abandoned","abandon","model","http://www.wikidata.org/entity/Q1630100","Profession","Following the discovery of the recession of the nebulae by Edwin Hubble in 1929 , Einstein abandoned his static model of the universe , and proposed two dynamic models of the cosmos , The Friedmann-Einstein universe of 1931 and the Einstein–de Sitter universe of 1932 ."
"nuclear physicist","http://www.wikidata.org/entity/Q16742096","Profession","summarized","summarize","einstein","Einstein","ORG","In a memorial lecture delivered on 13 December 1965 at UNESCO headquarters , nuclear physicist J. Robert Oppenheimer summarized his impression of Einstein as a person : `` He was almost wholly without sophistication and wholly without worldliness ... There was always with him a wonderful purity at once childlike and profoundly stubborn . ''"
"marie","Marie","PERSON","moved","move","olsberg","Olsberg","GPE","Marie Winteler , who was a year older , moved to Olsberg , Switzerland , for a teaching post ."
"tutor","http://www.wikidata.org/entity/Q901222","Profession","had","have","einstein","http://www.wikidata.org/entity/Q937","Person","A family tutor Max Talmud says that after he had given the 12-year-old Einstein a geometry textbook , after a short time `` [ Einstein ] had worked through the whole book ."
"einstein","Einstein","ORG","has motivated","have motivate","quests","http://www.wikidata.org/entity/Q7268472","Language","Although mainstream physics long ignored Einstein 's approaches to unification , Einstein 's work has motivated modern quests for a theory of everything , in particular string theory , where geometrical fields emerge in a unified quantum-mechanical setting ."
"lorentz","Lorentz","LOC","is former professor of","be former professor of","einstein","Einstein","PERSON","Einstein 's former physics professor Hendrik Lorentz and the Polish chemist Marie Curie were also members of the committee ."
"president","http://www.wikidata.org/entity/Q61061","Award","recommending","recommend","the us","http://www.wikidata.org/entity/Q30","Country","He was asked to lend his support by writing a letter , with Szilárd , to President Roosevelt , recommending the US pay attention and engage in its own nuclear weapons research ."
"david ben-gurion","David Ben-Gurion","PERSON","offered","offer","resident","http://www.wikidata.org/entity/Q19973930","Profession","Upon his death while in office in November 1952 and at the urging of Ezriel Carlebach , Prime Minister David Ben-Gurion offered Einstein the position of President of Israel , a mostly ceremonial post ."
"bruria kaufman","Bruria Kaufman","PERSON","became","become","physicist","http://www.wikidata.org/entity/Q169470","Profession","Bruria Kaufman , his assistant , later became a physicist ."
"einstein","Einstein","PERSON","collaborated with Rosen","collaborate with Rosen","model","http://www.wikidata.org/entity/Q1630100","Profession","In 1935 , Einstein collaborated with Nathan Rosen to produce a model of a wormhole , often called Einstein–Rosen bridges ."
"world war i","World War I","EVENT","broke out","break out","that year","that year","DATE","As World War I broke out that year , the plan for Kaiser Wilhelm Institute for Physics was aborted ."
"einstein","Einstein","ORG","was initiated","be initiate","mauricio nirenstein","Mauricio Nirenstein","PERSON","Einstein 's visit was initiated by Jorge Duclout ( 1856–1927 ) and Mauricio Nirenstein ( 1877–1935 ) with the support of several Argentine scholars , including Julio Rey Pastor , Jakob Laub , and Leopoldo Lugones ."
"millikan","Millikan","PERSON","is president of","be president of","caltech","Caltech","ORG","Einstein next traveled to California , where he met Caltech president and Nobel laureate Robert A. Millikan ."
"einstein","Einstein","PERSON","moved","move","a few months later","a few months later","DATE","In search of business , the Einstein family moved to Italy , first to Milan and a few months later to Pavia ."
"hungarian","Hungarian","NORP","attempted","attempt","washington","http://www.wikidata.org/entity/Q777403","Language","In 1939 , a group of Hungarian scientists that included émigré physicist Leó Szilárd attempted to alert Washington to ongoing Nazi atomic bomb research ."
"einstein","http://www.wikidata.org/entity/Q937","Person","took","take","federal polytechnic school","Federal polytechnic school","ORG","In 1895 , at the age of 16 , Einstein took the entrance examinations for the Swiss Federal polytechnic school in Zürich ( later the Eidgenössische Technische Hochschule , ETH ) ."
"einstein","Einstein","ORG","returned","return","mechanics","http://www.wikidata.org/entity/Q327029","Profession","In 1935 , Einstein returned to quantum mechanics , in particular to the question of its completeness , in the `` EPR paper '' ."
"turkey","Turkey","GPE","wrote","write","scientist","http://www.wikidata.org/entity/Q901","Profession","Einstein later contacted leaders of other nations , including Turkey 's Prime Minister , İsmet İnönü , to whom he wrote in September 1933 requesting placement of unemployed German-Jewish scientists ."
"german","German","NORP","had passed","have pass","position","http://www.wikidata.org/entity/Q11488158","Award","In April 1933 , Einstein discovered that the new German government had passed laws barring Jews from holding any official positions , including teaching at universities ."
"einstein","http://www.wikidata.org/entity/Q937","Person","did not accommodate","do not accommodate","many years","many years","DATE","Notably , Einstein 's unification project did not accommodate the strong and weak nuclear forces , neither of which were well understood until many years after his death ."
"einstein","Einstein","PERSON","moved","move","italy","Italy","GPE","In search of business , the Einstein family moved to Italy , first to Milan and a few months later to Pavia ."
"einstein","Einstein","PERSON","was accepted","be accept","physicists","http://www.wikidata.org/entity/Q169470","Profession","Einstein 's 1905 work on relativity remained controversial for many years , but was accepted by leading physicists , starting with Max Planck ."
"einstein","Einstein","ORG","to add","to add","author","http://www.wikidata.org/entity/Q36180","Profession","Schrödinger urged Einstein to add his name as co-author , although Einstein declined the invitation ."
"israel","http://www.wikidata.org/entity/Q801","Country","took","take","v. a. sundaram","V. A. Sundaram","PERSON","The initial connection was established on 27 September 1931 , when Wilfrid Israel took his Indian guest V. A. Sundaram to meet his friend Einstein at his summer home in the town of Caputh ."
"einstein","http://www.wikidata.org/entity/Q937","Person","visited","visit","spain","Spain","GPE","Einstein visited Spain for two weeks in 1923 , where he briefly met Santiago Ramón y Cajal and also received a diploma from King Alfonso XIII naming him a member of the Spanish Academy of Sciences ."
"physicist","http://www.wikidata.org/entity/Q169470","Profession","summarized","summarize","einstein","Einstein","PERSON","In a memorial lecture delivered on 13 December 1965 at UNESCO headquarters , nuclear physicist J. Robert Oppenheimer summarized his impression of Einstein as a person : `` He was almost wholly without sophistication and wholly without worldliness ... There was always with him a wonderful purity at once childlike and profoundly stubborn . ''"
"einstein","http://www.wikidata.org/entity/Q937","Person","was","be","hebrew university of jerusalem","Hebrew University of Jerusalem","ORG","Einstein was a figurehead leader in helping establish the Hebrew University of Jerusalem , which opened in 1925 and was among its first Board of Governors ."
"abba eban","Abba Eban","PERSON","is 's ambassador in of","be have ambassador in of","washington","http://www.wikidata.org/entity/Q777403","Language","The offer was presented by Israel 's ambassador in Washington , Abba Eban , who explained that the offer `` embodies the deepest respect which the Jewish people can repose in any of its sons '' ."
"british","British","NORP","notes","note","germany","http://www.wikidata.org/entity/Q183","Country","British historian Martin Gilbert notes that Churchill responded immediately , and sent his friend , physicist Frederick Lindemann , to Germany to seek out Jewish scientists and place them in British universities ."
"einstein","Einstein","ORG","were","be","professional","http://www.wikidata.org/entity/Q1391344","Profession","Although the idea of becoming a professional musician himself was not on his mind at any time , among those with whom Einstein played chamber music were a few professionals , and he performed for private audiences and friends ."
"diploma","http://www.wikidata.org/entity/Q217577","Award","praised","praise","scientist","http://www.wikidata.org/entity/Q901","Profession","In his place , the banquet speech was made by a German diplomat , who praised Einstein not only as a scientist but also as an international peacemaker and activist ."
"einstein","Einstein","PERSON","was elected","be elect","president","http://www.wikidata.org/entity/Q61061","Award","In 1916 , Einstein was elected president of the German Physical Society ( 1916–1918 ) ."
"einstein","Einstein","ORG","was elected","be elect","the german physical society","the German Physical Society","ORG","In 1916 , Einstein was elected president of the German Physical Society ( 1916–1918 ) ."
"millikan","Millikan","PERSON","is president of","be president of","caltech","http://www.wikidata.org/entity/Q161562","Language","Einstein next traveled to California , where he met Caltech president and Nobel laureate Robert A. Millikan ."
"einstein","Einstein","ORG","used his connections with the Belgian Royal Family and the Belgian queen mother to get","use his connection with the Belgian Royal Family and the Belgian queen mother to get","office","http://www.wikidata.org/entity/Q7810129","Award","In addition to the letter , Einstein used his connections with the Belgian Royal Family and the Belgian queen mother to get access with a personal envoy to the White House 's Oval Office ."
"resident","http://www.wikidata.org/entity/Q19973930","Profession","described","describe","einstein","Einstein","ORG","During the days following , he was given the keys to the city by Mayor Jimmy Walker and met the president of Columbia University , who described Einstein as `` the ruling monarch of the mind '' ."
"commander","http://www.wikidata.org/entity/Q524980","Award","had become","have become","einstein","http://www.wikidata.org/entity/Q937","Person","In late July 1933 , he went to England for about six weeks at the personal invitation of British naval officer Commander Oliver Locker-Lampson , who had become friends with Einstein in the preceding years ."
"12-year-old","12-year-old","DATE","taught","teach","summer","summer","DATE","The 12-year-old Einstein taught himself algebra and Euclidean geometry over a single summer ."
"einstein","Einstein","ORG","felt","feel","aliyah","Aliyah","GPE","Einstein felt that the waves of arriving Jews of the Aliyah could live alongside existing Arabs in Palestine ."
"albert einstein","Albert Einstein","PERSON","told","tell","pages","http://www.wikidata.org/entity/Q60741299","Award","Barbara Wolff , of the Hebrew University 's Albert Einstein Archives , told the BBC that there are about 3,500 pages of private correspondence written between 1912 and 1955 ."
"albert einstein","Albert Einstein","PERSON","told","tell","about 3,500","about 3,500","CARDINAL","Barbara Wolff , of the Hebrew University 's Albert Einstein Archives , told the BBC that there are about 3,500 pages of private correspondence written between 1912 and 1955 ."
