document_id,subject_str,subject_id,subject_type,predicate_org,predicate,object_str,object_id,object_type,text
9092,france,France,GPE,is in,be in,27,27,CARDINAL,"France 's role in an expanded EU of 27 member states is often presented as one of French arrogance , domination and hegemony ."
6308,opalo,Opalo,GPE,examines,examine,africa,Africa,LOC,"In this book , Opalo examines the colonial origins of African legislatures , as well as how postcolonial intra-elite politics structured the processes of adapting inherited colonial legislatures to local political contexts and therefore continued legislative development ."
5850,saudi arabia,Saudi Arabia,GPE,explores with,explore with,three,three,CARDINAL,"With the support of three contemporary case studiesIsrael and Palestine , Saudi Arabia , and Iranthis paper explores how Canada 's ties to the Middle East have shaped and continue to shape Canada 's foreign policy , national identity , and place in the world ."
2889,heidegger,Heidegger,PERSON,rather provides,rather provide,three,three,CARDINAL,"Rather than merely accepting its all - encompassing power , Heidegger provides three responses to the challenge of technology : ( 1 ) "" aggressive essentialism "" or the elimination of technology ; ( 2 ) "" moderate essentialism "" or the reform of political , social & cultural institutions to better reflect the changes that technology brings ; & ( 3 ) "" passive essentialism "" or the acceptance that we can not act against or direct technology ."
8946,2.1,2.1,CARDINAL,is in,be in,post-conflict environmental assessment,Post-Conflict Environmental Assessment,ORG,2.1 UNEPs role in post-conflict environmental assessment .9 2.2 Depleted uranium .10
3214,marange,Marange,GPE,is in,be in,zimbabwe,Zimbabwe,GPE,Governance reforms and national benefits : problems and prospects in Marange diamond mining in Zimbabwe .
1771,abe,Abe,PERSON,has,have,japanese,Japanese,NORP,"Unless it is very carefully managed by all concerned , including the United States and Japan 's other closest Asia - Pacific allies , Abe 's makeover of Japanese foreign policy could undermine the fragile power balances that have so far kept the Sino - American rivalry in check ."
5978,national assembly,National Assembly,ORG,adopted rules in,adopt rule in,20,20,CARDINAL,[ 17 ] In 2009 the National Assembly Parliaments lower House adopted rules for transparent and ethical lobbying .
4589,pacific,Pacific,LOC,largely replaced,largely replace,hong kong,Hong Kong,GPE,The Pacific route from Taiwan directly to America or through Japan largely replaced the Hong KongAtlanticEuropeUSA route to move Taiwan 's export products to countries in the West .
9585,walker,Walker,PERSON,published,publish,german,German,NORP,"For it was in 1971 that Mack Walker published his remarkable book , German Home Towns : Community , State and General Estate , 16481871 ."
9527,program,Program,ORG,brings group from,bring group from,two,two,CARDINAL,"To this end , the Program brings together an interdisciplinary group from two established research centers at MIT : the Center for Global Change Science ( CGCS ) and the Center for Energy and Environmental Policy Research ( CEEPR ) ."
5652,britain,Britain,GPE,was dynamic imperial power on,be dynamic imperial power on,world war i,World War I,EVENT,"Volume One establishes the concept of ' gentlemanly capitalism ' , examines the growth of empire and many of its controversial episodes , including the partition of Africa , and concludes - against conventional wisdom - that Britain was still a dynamic imperial power on the eve of World War I."
4185,islam,Islam,ORG,is in,be in,iran,Iran,GPE,"Islamic Politics , Human Rights and Women 's Claims for Equality in Iran ."
5720,highfield african township,Highfield African Township,GPE,is in,be in,salisbury,Salisbury,GPE,"This sociodemographic survey of Highfield African Township in Salisbury includes data on demographic arrangement , family structure and the "" lodger "" population , urban settlement , participation in formally instituted activity , origins of the population and urban generation differences ."
159,debord,DeBord,ORG,finally joins,finally join,ford,Ford,ORG,"Finally , DeBord joins the Ford team in Le Mans in June , 2016 ."
9727,razumov,Razumov,PERSON,is in,be in,conrads,Conrads,PERSON,"The Problem of Identity , The Search for the Self - Consciousness and The Reflections of Hegelian Philosophy On Razumov In Conrads Under Western Eyes ."
7592,conditions,Q4230506,Coup,is in,be in,gaza,Gaza,GPE,Conditions in Gaza under Egyptian Administration illuminate a ' refracted citizenship ' that articulated a relationship to both a future state & an existing government .
6536,north korea,North Korea,GPE,has,have,nuclear diplomacy,Nuclear Diplomacy,EVENT,"North Korea 's nuclear diplomacy in 1993/94 was its first long , complex , & sophisticated military - diplomatic campaign , in which it sought to obtain both diplomatic & economic benefits ."
7334,south african,South African,NORP,requires,require,eias,EIAs,ORG,South African legislation ( Environmental Conservation Act 73 of 1989 ) requires Environmental Impact Assessments ( EIAs ) to be carried out before the installation of fuel storage tanks .
4463,unicef,UNICEF,ORG,is in,be in,approaches conflict,APPROACHES CONFLICT,ORG,Field Notes : UNICEF Policy and Programming in Practice COMMUNITY EDUCATION in APPROACHES CONFLICT and to TRANSITION TOTAL SANITATION CONTEXTS .
1501,fat4,Fat4,ORG,intriguingly leads via,intriguingly lead via,yap,Yap,PERSON,"Intriguingly , Fat4 reduction also leads to the accumulation of cytoplasmic - catenin via the loss of restraining to cytoplasmic Yap instead of - catenin transcription promotion ."
2434,kim philby,Kim Philby,PERSON,is most notorious traitor in,be most notorious traitor in,british,British,NORP,"Kim Philby is perhaps the most notorious traitor in British History and the archetypal spy : ingenious , charming and deceitful ."
7168,biodiversity,Biodiversity,ORG,is in,be in,andes,Andes,LOC,"U.S. Hemispheric Security , Intellectual Property , and Biodiversity in the Andes ."
1240,china,China,GPE,held,hold,china,China,GPE,"On Nov 8 - 15 , 2012 , China held the 18th National Congress of the Communist Party of China ( CPC ) in which a process of generational change in Chinese leadership began ."
2153,two,two,CARDINAL,hindu endeavors in,hindu endeavor in,denmark,Denmark,GPE,"This article , which contrasts the aim of Hindu nationalism with the on - the - ground realities of Hindu mobilization in Denmark , reveals that two major factions spearheaded Hindu nationalist endeavors in Denmark from the 1980s until 2006 ."
4692,un,UN,ORG,sie in,sie in,un,UN,ORG,"Die Bilanz privater Sicherheitsdienste ist umstritten und die Bemuhungen internationaler Akteure mussen naher betrachtet und differenziert werden : UN-Friedenstruppen konnen effizient sein , wenn sie in ausreichender Zahl und mit dem richtigen Mandat auftreten ."
4555,south africa,South Africa,GPE,in equality is,in equality be,south africa,South Africa,GPE,"The new policy brought to an end a policy review process that was initiated following an investor - State arbitration concerning legislation introduced in the South African mining sector , aimed at promoting equality in South African society , which allegedly breached South Africas international obligations in terms of the countrys Bilateral Investment Treaties with Italy and the Belgo - Luxemburg Economic Union respectively ."
850,bob woodward,Bob Woodward,PERSON,reveals life,reveal life,obama,Obama,PERSON,"With authoritative reporting honed through eight presidencies from Nixon to Obama , author Bob Woodward reveals in unprecedented detail the harrowing life inside President Donald Trump 's White House and precisely how he makes decisions on major foreign and domestic policies ."
4845,book iii,Book III,WORK_OF_ART,developed,develop,egypt,Egypt,GPE,"According to the majority of scholars , Book III is the oldest of the Sibylline corpus and developed in the 2nd century BCE in Egypt ."
6621,church,Church,ORG,been impacted by,be impact by,holy crash,Holy Crash,EVENT,"This article considers how the Church 's social power has been impacted by the so - called Holy Crash , namely , the 2010 collapse of the Archdiocese of Maribor 's financial empire and its investments and interests in various enterprises controlled through its Gospodarstvo Rast financial management company ."
1466,137cs,137Cs,CARDINAL,distribution in,distribution in,arctic,Arctic,LOC,The releases from European nuclear fuel reprocessing plants and Chernobyl fallout traced by the 129I and 134Cs / 137Cs signals respectively have approximately the same spatial distribution in the Arctic Ocean surface layer .
3974,jewish,Jewish,NORP,is in,be in,ukraine,Ukraine,GPE,"A review essay on a book by Omer Bartov , Erased : Vanishing Traces of Jewish Galicia in Present - Day Ukraine ( Princeton : Princeton University Press , 2007 ) ."
2434,kim philby,Kim Philby,PERSON,is notorious traitor ingenious and deceitful in,be notorious traitor ingenious and deceitful in,british,British,NORP,"Kim Philby is perhaps the most notorious traitor in British History and the archetypal spy : ingenious , charming and deceitful ."
8963,un,UN,ORG,involvement with,involvement with,un,UN,ORG,"Arguing that , contrary to appearances , the Bush administration has had success in its United Nations mission , US involvement with the UN since 2000 is detailed ."
3763,canada,Canada,GPE,has,have,us,US,GPE,This argument is made through a discussion of the following themes : Canada 's support for US hegemony ; its shared interest with the US in protecting the global trading regime ; its desire to defend its trading relationship with the US ; its support for the US ' position in the Organization of American States vis a vis Cuba ; & its commercial competition with the US in Cuba .
4685,department,Department,ORG,is in,be in,britain,Britain,GPE,Arm 's length but hands on : mapping the new governance : the Department of National Heritage and cultural politics in Britain .
3496,east asia,East Asia,LOC,is in,be in,south korea,South Korea,GPE,"Globalization , Cultural Openness , and Public Preferences for East Asian Economic Integration in South Korea ."
1936,hamas,Hamas,ORG,has,have,palestinian,Palestinian,NORP,"As Baconi argues , under Israel 's approach of managing rather than resolving the conflict , Hamas 's demand for Palestinian sovereignty has effectively been neutralized by its containment in Gaza ."
9770,negro,Negro,NORP,spanned,span,new york,New York,GPE,"These essays recover the broader New Negro experience as social movements , popular cultures , and public behavior spanned the globe from New York to New Orleans , from Paris to the Philippines and beyond ."
4845,konsens,Konsens,PERSON,is in,be in,frage,Frage,GPE,Die Arbeit stellt diesen Konsens in Frage .
8054,fugner,Fugner,PERSON,played role in,play role in,czech,Czech,NORP,Jindrich ( Heinrich ) Fugner played a significant role in the evolution of Czech national culture in the nineteenth century .
1501,fat4,Fat4,ORG,also leads via,also lead via,yap,Yap,PERSON,"Intriguingly , Fat4 reduction also leads to the accumulation of cytoplasmic - catenin via the loss of restraining to cytoplasmic Yap instead of - catenin transcription promotion ."
9718,late rainy season,late rainy season,DATE,was,be,two,two,CARDINAL,"The potential risks in different seasons decreased in the order : early rainy season & gt ; dry season & gt ; late rainy season , and Cd was the dominant contributor to the total risks associated with heavy metal pollution in the two rivers ."
3666,one,One,CARDINAL,was,be,pakistan,Pakistan,GPE,"One sore example was the imposition of a punitive import duty on Pakistani bed - linen in 2004 , accusing the exporter to dump bed - linen below cost prices at the European market ."
6974,aggawam,Aggawam,GPE,is in,be in,america,America,GPE,The simple cobler of Aggawam in America / by Nathaniel Ward ; edited by David Pulsifer .
5950,dispensationalist christian zionists,Dispensationalist Christian Zionists,NORP,described,describe,armageddon,Armageddon,ORG,"Dispensationalist Christian Zionists , often described the Armageddon lobby , make up the largest voting bloc in the Republican Party and have become a mainstay in US politics ."
5950,dispensationalist christian zionists,Dispensationalist Christian Zionists,NORP,often described,often describe,armageddon,Armageddon,WORK_OF_ART,"Dispensationalist Christian Zionists , often described the Armageddon lobby , make up the largest voting bloc in the Republican Party and have become a mainstay in US politics ."
3245,ireland,Ireland,GPE,appears given,appear give,irish,Irish,NORP,"Given Irish government , employer and trade union support for profit sharing , Ireland appears as an excellent exemplar of ' favourable conjunctures ' ."
2035,conditions,Q4230506,Coup,is in,be in,africa,Africa,LOC,To do so we will look at the historic conditions in southern Africa that gave rise to this confession of the twentieth century .
2374,korean,Korean,NORP,is in,be in,german,German,NORP,"Our research suggests that different from South Korea , where the discourses in the media and the academia tend to assume sharply antagonistic attitudes , discourses among Koreans in Germany are generally much more supportive of unification ."
5978,act,Act,ORG,register,register,eu,EU,ORG,The joint register of the European Commission and European Parliament covers both lobbying activities and access to the premises of the European Parliament .
8655,bangladesh,Bangladesh,GPE,is relevant for,be relevant for,muslim,Muslim,NORP,"It asks the question to what extent , if at all , the ' Bangladesh model ' is relevant for other Muslim majority countries trying to democratise ."
9766,washington,Washington,GPE,has,have,europe,Europe,LOC,The decision comes after heated disputes over the future of Kosovo and Washington 's plan for missile defenses in Europe .
6540,eastern mediterranean,Eastern Mediterranean,LOC,reflects,reflect,two,two,CARDINAL,The Eastern Mediterranean crisis reflects two overlapping developments .
3887,russia,Russia,GPE,is with,be with,west,West,LOC,"In a series of lively and candid conversations , Lilia Shevtsova and Andrew Wood discuss how the Russia of Putin and Medvedev emerged from the ashes of the Soviet Union and the trajectory of Russia 's relations with the West ."
465,precommunist,Precommunist,NORP,has,have,postcommunist democratic outcomes,Postcommunist Democratic Outcomes,ORG,The linear regression analysis of authorassembled statistics from the first Russian imperial census of 1897 supports prior research : precommunist literacy has a strong positive association with postcommunist democratic outcomes .
7451,102,102,CARDINAL,differentially expressed following,differentially express follow,angiotensin ii,Angiotensin II,ORG,"At the molecular level , a total of 102 genes differentially expressed following angiotensin II pre-treatment were identified by comparative DNA microarray ."
5652,britain,Britain,GPE,was still imperial power on,be still imperial power on,world war i,Q361,War,"Volume One establishes the concept of ' gentlemanly capitalism ' , examines the growth of empire and many of its controversial episodes , including the partition of Africa , and concludes - against conventional wisdom - that Britain was still a dynamic imperial power on the eve of World War I."
5713,turkey,Turkey,GPE,are part of,be part of,syria,Syria,GPE,Turkey 's humanitarian activities toward Syrian refugees are part and parcel of its overall policy in the Syria conflict .
5978,act,Act,ORG,was,be,19,19,DATE,The Lobbying Act was originally passed in 1988 as the Lobbyists Registration Act which entered into force in 1989 .
355,gtr,GTR,ORG,patients relative with,patient relative with,cst,CST,ORG,"Also , the patients with an OS of the CST relative to the resection cavity had a GTR comparable with the other groups ."
7158,us,US,GPE,scientists,scientist,kristian h. nielsen,Kristian H. Nielsen,PERSON,"Public Relations in Science : Managing the Trust Portfolio / Rick E. Borchelt and Kristian H. Nielsen -- Scientists as public experts : expectations and responsibilities / Hans Peter Peters -- Scientists in popular culture : the making of celebrities / Declan Fahy and Bruce Lewenstein -- Science and technology in film : themes and representations / David A. Kirby -- Environmentalists as communicators of science : advocates and critics / Steven Yearley -- Publics and their participation in science and technology : changing roles , blurring boundaries / Edna F. Einsiedel -- Public understanding of science : survey research around the world / Martin W. Bauer and Bankole A. Falade -- Risk , science and public communication : third - order thinking about scientific culture / Alan Irwin -- Engaging in science policy controversies : insights from the US climate change debate / Matthew C. Nisbet -- Communicating the social sciences : a specific challenge ?"
4911,simone de beauvoir,Simone de Beauvoir,WORK_OF_ART,stand out,stand out,djamila boupacha,Djamila Boupacha,WORK_OF_ART,"Two testimonial texts written during the war , Henri Alleg 's La Question ( 1958 ) and Simone de Beauvoir and Gisele Halimi 's Djamila Boupacha ( 1962 ) , stand out as examples of writing about torture , due to the texts ' connections to the Parisian intellectual community , and their social , political and literary repercussions ."
6261,americans,Americans,NORP,is in,be in,europe,Europe,LOC,"Refers to NATO 's first Secretary - General Lord Ismay who remarked that the real purpose of the transatlantic alliance was to keep the Americans in Europe , the Russians out , and the Germans down ."
4577,phillips,Phillips,ORG,is in,be in,brazil,Brazil,GPE,"This provides some evidence of a flattening of the Phillips curve in Brazil , which means higher costs of disinflation on the one hand , but also lower inflationary pressures derived from output growth , on the other ."
5001,afghan,Afghan,NORP,resembled after,resemble after,world war,Q361,War,"Afghanistan just after the November 2001 fall of the Taliban resembled Germany after World War in The country had been utterly destroyed , around a third of the population had fled , and more than one in 10 of its citizens had been killed in the previous two decades of war ."
8742,31,31,CARDINAL,find evidence based,find evidence base,acquirer,Acquirer,ORG,"Based on a sample of Canadian acquirers and public and private acquisition targets from Canada , the US and 31 other countries over the years 1991 - 2008 , we find evidence consistent with insider trading of acquirer 's stock ."
2421,uzbeks,Uzbeks,NORP,is in,be in,kyrgyz,Kyrgyz,NORP,"Uzbeks and Kyrgyz in southern Kyrgyzstan expressed similar views about the closures of international boundaries , framed in terms of ethnicity ."
9444,nansons,Nansons,NORP,influence,influence,australian,Australian,NORP,"Nansons failure to influence Australian institutional design at the foundation of the Commonwealth , and the subsequent adoption of Nansons recommendations for Senate elections , both throw light on the incompatible conceptions of representation ."
2434,kim philby,Kim Philby,PERSON,is perhaps most notorious traitor ingenious and deceitful in,be perhaps most notorious traitor ingenious and deceitful in,british,British,NORP,"Kim Philby is perhaps the most notorious traitor in British History and the archetypal spy : ingenious , charming and deceitful ."
4900,kissinger,Kissinger,PERSON,was,be,nixon,Nixon,PERSON,"When Henry Kissinger was U.S. secretary of state during the Nixon and Ford administrations , he made dozens of speeches intended to educate the public in what he considered the proper methods of diplomacy ."
6907,conditions,Q4230506,Coup,were,be,bjrnya,Bjrnya,CARDINAL,"Reproductive success ( hatching success and chick survival ) showed that breeding conditions were favourable in Shetland and at Bjrnya ( 2010 ) , but were very poor in Iceland and at Bjrnya ( 2009 ) ."
5098,phillipe steiner,Phillipe Steiner,PERSON,discusses,discuss,durkheimian,Durkheimian,NORP,"Finally , Phillipe Steiner , Sorbonne , discusses the Durkheimian influences found in Beckert 's work , specifically how inheritance law reflects & is influenced by the way people ( particularly politicians & experts ) think & feel ."
3772,america,America,GPE,is no longer greatest country at_time,be no longer greatest country at_time,today,Today,DATE,"Today , America is no longer the greatest country in the world or even a model others seek to emulate ."
4565,european,European,NORP,completes market solution after,complete market solution after,bosman,Bosman,PERSON,The European Super League completes the open - market solution after Bosman .
7519,mas,MAS,ORG,has made advances over,have make advance over,12,12,CARDINAL,"Over its 12 years in power , Bolivia 's MAS government has made significant advances in expanding inclusion and reducing poverty ."
8034,vietnam,Vietnam,GPE,of normalization is,of normalization be,vietnam,Vietnam,GPE,"Since the normalization of Sino - Vietnamese relations in 1991 , Vietnam 's China policy has been shaped by a combination of approaches which can be best described as a multi-tiered , omni - directional hedging strategy ."
9239,al aqsa,Al Aqsa,GPE,is in,be in,jerusalem,Jerusalem,GPE,"Recalls the visit by Ariel Sharon on 28 Sept 2000 to the Al Aqsa compound in Jerusalem , Israel , which was followed the next day by a bloody gun battle between Israeli police & border guards & Palestinians & similar violence throughout the Occupied Territories & Israel ."
1232,paypal,PayPal,ORG,charges,charge,ive,Ive,ORG,PayPal commonly charges money receivers ( sellers ) a 30 cent fee + ( 1.9 % to 2.9 % ) surcharge .
3040,us,US,GPE,gives credence to,give credence to,new deal,New Deal,GPE,Ackerman 's ambitious project gives too much credence to the New Deal & its effects on constitutional revolution .
2974,cir,CIR,ORG,use of,use of,revenue,Revenue,ORG,"I respectfully submit that this argument is unsound as clearly the CIR makes regular use of non-revenue remedies and is indeed required to do so consider the prevalence of utilisation of such remedies and non-revenue law as , for example liquidation , statutory demands , the Crimes Act , District Courts Act , High Court Rules , Summary Proceedings Act , Serious Fraud Office legislation , etc. ."
3110,falun gong,Falun Gong,PERSON,denial of,denial of,free elections,Q16837735,Election,"Policy recommendations to improve Sino - US discussions on human rights issues , such as Falun Gong , mistreatment of migrants , denial of free elections , and fate of the Chinese people ."
1499,prince johnson,Prince Johnson,PERSON,is in,be in,liberia,Liberia,GPE,Discourses of Peace and Fear : The Electoral Navigations of Sekou Conneh and Prince Johnson in Post-war Liberia - Carrie Manning and Anders Themner .
