document_id,subject_str,subject_id,subject_type,predicate_org,predicate,object_str,object_id,object_type,text
33202570,vaccination,MESH:D014611,Method,is practical method for,be practical method for,active immunization of farmed fish in matter,active immunization of farmed fish in matter,Unknown,Oral vaccination is a practical method for the active immunization of farmed fish in the matter of animal welfare and handling costs .
2356624,patient,9606,Species,very infrequently will progress to,very infrequently will progress to,failure,failure,Unknown,Very infrequently a patient with idiopathic Fanconi syndrome will progress to chronic renal failure .
33387253,rt,MESH:D055070,Method,decreased,decrease,diastolic arterial pressure,diastolic arterial pressure,Unknown,"We found that RT in DOX - treated rats decreased diastolic arterial pressure , heart rate , sympathetic tone and oxidative stress ."
27104037,diabetes,MESH:D003920,Disease,was,be,induced to rats by stz in,induced to rats by stz in,Unknown,Materials and Methods : Diabetes was induced to normal rats by injecting STZ in dose 40 mg / kg .
10348095,patients,9606,Species,progressed following,progress follow,treatment with luteinising hormone releasing hormone agonists,treatment with luteinising hormone releasing hormone agonists,Unknown,It has become clear that patients with advanced prostate cancer whose disease has progressed following treatment with luteinising hormone releasing hormone agonists and antiandrogens can respond to additional hormonal manoeuvres .
34455363,lipoblastomas,MESH:D062689,Disease,moreover can show,moreover can show,broad spectrum,broad spectrum,Unknown,"Moreover , lipoblastomas can show a broad histologic spectrum , which can hamper the correct diagnosis , particularly in small biopsies ."
31403165,patients,9606,Species,had,have,higher median serum posaconazole level than those,higher median serum posaconazole level than those,Unknown,"Patients with PIPH had a significantly higher median serum posaconazole level than those without PIPH ( 3.0 vs 1.2 microg / mL , P < = 0.0001 ) ."
7091492,cancer,MESH:D009369,Disease,was,be,confined,confined,Unknown,"In the majority of cases , the cancer was confined to the endometrium , rarely infiltrating the myometrium ."
30027015,headache,MESH:D006261,Disease,associated with,associate with,intracranial pressure,intracranial pressure,Unknown,He had bilateral retinal hemorrhage and a headache associated with elevated intracranial pressure .
20037160,cpda,CHEMBL1213284,Drug,causes,cause,translocation,translocation,Unknown,"In addition , like Dex , CpdA causes nuclear translocation of the GR , albeit to a lesser degree ."
10928520,reteplase,5327,Gene,has,have,has used successfully in treatment of acute coronary occlusion,has used successfully in treatment of acute coronary occlusion,Unknown,"PURPOSE : Reteplase , a truncated mutant of tissue plasminogen activator , has been used successfully in the treatment of acute coronary occlusion , but , heretofore , it has not been investigated in the setting of peripheral vascular occlusion ."
30972958,scarring,MESH:D002921,Disease,remains,remain,challenge in wound dressing,challenge in wound dressing,Unknown,Hypertrophic scarring ( HS ) remains a great challenge in wound dressing .
34804624,fetal gallstones,MESH:D042882,Disease,are,be,findings on ultrasound during pregnancy,findings on ultrasound during pregnancy,Unknown,Fetal gallstones are rare incidental findings on ultrasound during pregnancy .
27588183,aws,MESH:D013577,Disease,is defined as,be define as,subjective,subjective,Unknown,AWS is generally defined as subjective and / or objective improvement following discontinuation of an antiandrogen .
11722796,isoflurane,CHEMBL1256,Drug,is commonly used as,be commonly use as,anesthetic gas,anesthetic gas,Unknown,Isoflurane is commonly used as an anesthetic gas in infants .
28540829,tumour,MESH:D009369,Disease,accumulates on,accumulate on,particularly right,particularly right,Unknown,"Peritoneal tumour accumulates due to gravity and at the sites of peritoneal fluid absorption , namely , the greater and lesser omentum and the under - surface of the diaphragm , particularly on the right ."
7699051,assay,FIDXLM1,LabMethod,offers,offer,alternative to antibiotic susceptibility tests in particular for detection of level vancomycin resistance,alternative to antibiotic susceptibility tests in particular for detection of level vancomycin resistance,Unknown,"This assay offers a specific and rapid alternative to antibiotic susceptibility tests , in particular for detection of low - level vancomycin resistance ."
21265772,nitrite,Nitrite,Chemical,is,be,where reduced to no,where reduced to no,Unknown,"These enzymes contain two distinct redox centres : one covalently bound c - haem , which is reduced by external electron donors , and another peculiar porphyrin , the d1 - haem ( 3,8 - dioxo -17-acrylate-porphyrindione ) , where nitrite is reduced to NO ."
30602366,sodium nitrite,CHEMBL93268,Drug,prevented,prevent,hepatic kinase,hepatic kinase,Unknown,Sodium nitrite also prevented hepatic ischemia - reperfusion - induced c - Jun N - terminal kinase and extracellular signal - regulated kinase phosphorylation .
28209749,chemotherapy,MESH:D004358,Method,is backbone in,be backbone in,patients with cancer,patients with cancer,Unknown,BACKGROUND : Irinotecan - based chemotherapy is a standard backbone of therapy in patients with metastatic colorectal cancer ( CRC ) or gastric cancer ( GC ) .
3067340,olsalazine,CHEMBL425,Drug,thus seems,thus seem,to suitable drug for term treatment of colitis,to suitable drug for term treatment of colitis,Unknown,"Thus , olsalazine seems to be a suitable drug for long - term treatment of ulcerative colitis in man ."
24816598,patients,9606,Species,were discharged without,be discharge without,complications,complications,Unknown,Both patients were discharged without complications within 24 - 48 h after operation .
6646472,colonic mucosa,MESH:D015179,Disease,was shown,be show,resistant,resistant,Unknown,The colonic mucosa was shown to be highly resistant to acid secretions ; only minimal surface erosions were found in animals with gastric hypersecretion following histamine stimulation .
19284388,patients,9606,Species,is with,be with,spinal cord injuries,spinal cord injuries,Unknown,Urinary tract infection is commoner in patients with spinal cord injuries because of incomplete bladder emptying and the use of catheters that can result in the introduction of bacteria into the bladder .
26458349,moxifloxacin,CHEMBL32,Drug,however significantly reduced in,however significantly reduce in,spleens of mdr tb bacilli infected mice,spleens of mdr tb bacilli infected mice,Unknown,"However , econazole , moxifloxacin alone as well as in combination significantly reduced the bacillary load in lungs as well as in spleens of MDR - TB bacilli infected mice ."
19396659,cortisol,CHEMBL389621,Chemical,was,be,analysed by lc ms ms operating in mode esi after separation on phase column,analysed by lc ms ms operating in mode esi after separation on phase column,Unknown,The extract was evaporated to dryness and cortisol was analysed by LC - MS / MS operating in the negative mode ESI after separation on a reversed - phase column .
21476964,organ transplantation,MESH:D016377,Method,major therapeutic option for,major therapeutic option for,patients with organ diseases,patients with organ diseases,Unknown,Organ transplantation has become a major therapeutic option for patients with irreversible organ diseases .
30893124,depressive symptoms,MESH:D000275,Disease,was,be,mediator,mediator,Unknown,"Depressive symptoms was a significant mediator between group - based medical distrust , everyday discrimination , and internalized stigma reducing ART medication adherence , engagement in care , and quality of life ."
11339808,mda,CHEMBL446036,Chemical,decreases,decrease,enzyme activity,enzyme activity,Unknown,"The study on the xanthine oxidoreductase partially purified from rat liver showed that MDA decreases the total enzyme activity , acting only with the XO forms ."
17622476,patients,9606,Species,were,be,less satisfied,less satisfied,Unknown,Patients in other diagnostic categories were less satisfied with day treatment .
31340253,atrial fibrillation,MESH:D001281,Disease,is,be,form,form,Unknown,BACKGROUND : Atrial fibrillation ( AF ) is the most common form of supraventricular arrhythmia following ST - elevation myocardial infarction ( STEMI ) .
10355624,patients,9606,Species,were treated with,be treat with,bioresorbable membrane,bioresorbable membrane,Unknown,"6 patients , each of them exhibiting an advanced intrabony defect , were treated with a bioresorbable membrane according to the GTR - principle ."
16061649,aneuploidy,MESH:D000782,Disease,p53 dependent manner,p53 dependent manner,cell death,cell death,Unknown,"Ckap2 regulates aneuploidy , cell cycling , and cell death in a p53 - dependent manner ."
2039245,children,9606,Species,were more responsive than,be more responsive than,non-atopic children to both,non-atopic children to both,Unknown,"The atopic children were , however , significantly more responsive than the non-atopic children to both ."
25023347,cancer,MESH:D009369,Disease,can induce platelet activation in,can induce platelet activation in,various ways,various ways,Unknown,Cancer also can induce platelet activation in various indirect ways .
26427127,therapies,MESH:D013812,Method,had,have,strongest impact,strongest impact,Unknown,triple combined therapies ) had the strongest impact on hearing improvement in the ISSHL patients with a PTA > = 90 dB .
12781928,people,9606,Species,is with,be with,rheumatic diseases,rheumatic diseases,Unknown,"In this paper , a systematic review of coping interventions for people with rheumatic diseases is described ."
32776946,hemoglobin,Hemoglobin,Chemical,is associated with,be associate with,oxygenation status owing to its role of oxygen to systemic tissues,oxygenation status owing to its role of oxygen to systemic tissues,Unknown,Hemoglobin ( Hb ) is associated with cerebral oxygenation status owing to its important role of carrying oxygen to systemic tissues .
17562114,neoadjuvant chemotherapy,MESH:D020360,Method,followed by,follow by,surgery in patients affected by figo stage iva cancer,surgery in patients affected by figo stage iva cancer,Unknown,Neoadjuvant chemotherapy followed by radical surgery in patients affected by FIGO stage IVA cervical cancer .
33717816,patient,9606,Species,was,be,discharged in condition with course,discharged in condition with course,Unknown,The patient was discharged in good clinical condition with an uneventful postoperative course .
16343331,proteins,Proteins,Excipient,involved during,involve during,shift from exponential growth in rich medium brought into stationary phase,shift from exponential growth in rich medium brought into stationary phase,Unknown,"In combination with real - time reverse transcription polymerase chain reaction ( RT - PCR ) , we have used it to analyse the expression pattern of the genes encoding the RNA polymerase subunits ( the core enzyme and the 24 sigma factors ) , and various proteins involved in global regulation ( Crc , Lrp , Fur , Anr , Fis , CsrA , IHF , HupA , HupB , HupN , BipA and several MvaT - like proteins ) , during the shift from exponential growth in rich medium into starvation and stress brought about by the entry into stationary phase ."
24072970,patients,9606,Species,is with,be with,all,all,Unknown,"Vincristine is an active drug in patients with ALL , but its dose intensity is limited by neurotoxicity , and its full potential as an anticancer drug is thus not realized ."
31481125,glycemic control,MESH:D000085002,Method,is in,be in,t2dm patients,t2dm patients,Unknown,Discussion This systematic review aims to examine whether probiotics are effective and safe for glycemic control in T2DM patients .
33624527,tavns,MESH:D055536,Method,has,have,therapeutic potential for treating fd by improving accommodation via vagal activity,therapeutic potential for treating fd by improving accommodation via vagal activity,Unknown,CONCLUSIONS : The noninvasive taVNS has a therapeutic potential for treating non-severe FD by improving gastric accommodation and gastric pace - making activity via enhancing vagal activity .
34267114,patients,9606,Species,had,have,higher risk,higher risk,Unknown,CONCLUSION : Patients with ERM had a higher risk for adverse surgical outcomes for FTMH closure .
34622713,rats,10116,Species,were divided into,be divide into,sd,sd,Unknown,"Male rats were randomly divided into blank control ( C ) , SD , DEX , and SD+DEX groups ."
32914837,rifapentine,CHEMBL1660,Drug,be,be,alternatives to rifampin in management of staphylococcal infections,alternatives to rifampin in management of staphylococcal infections,Unknown,"CONCLUSIONS : Rifabutin or rifapentine with vancomycin were as active as rifampin with vancomycin against MRSA in rat foreign body osteomyelitis , suggesting that rifabutin and / or rifapentine may be alternatives to rifampin in the clinical management of staphylococcal periprosthetic joint infections ."
16424117,pyrroloquinoline quinone,CHEMBL1235421,Drug,is added to,be add to,diet,diet,Unknown,"When pyrroloquinoline quinone ( PQQ ) is added to an amino acid - based , but otherwise nutritionally complete basal diet , it improves growth - related variables in young mice ."
14562181,microinjection,MESH:D008845,DosageForm,impaired,impair,gap communication,gap communication,Unknown,Microinjection of actin antibodies impaired gap junctional intercellular communication in lens epithelial cells in vitro .
9841964,hcc,619501,Gene,accounted,account,whereas responsible for 42 %,whereas responsible for 42 %,Unknown,"After resection , recurrent HCC accounted for 86 % of deaths , whereas recurrent HBV was responsible for 42 % of deaths after transplantation ."
23293629,syndrome,MESH:D013577,Disease,is,be,described,described,Unknown,"The metabolic syndrome ( MetS ) is described as cluster of factors such as obesity , dyslipidemia , hypertension , and insulin resistance ( IR ) , further leading to development of type 2 diabetes mellitus and cardiovascular diseases ."
17512313,control group,MESH:D035061,Method,consisted of,consist of,28 healthy children,28 healthy children,Unknown,"The control group consisted of 28 healthy children , aged 14.5 + / - 2.5 years ."
16142101,infection,MESH:D007239,Disease,is sometimes revealed by,be sometimes reveal by,ulcerated lesions,ulcerated lesions,Unknown,The infection is sometimes revealed by inaugural ulcerated and / or necrotic cutaneous lesions .
14505809,ambroxol,CHEMBL153479,Drug,attenuates,attenuate,blm induced viability loss in alveolar macrophages,blm induced viability loss in alveolar macrophages,Unknown,The results demonstrate that ambroxol attenuates the BLM - induced viability loss in alveolar macrophages or lung epithelial cells .
30466012,etu,CHEMBL11860,Drug,being,be,by measuring ethylenethiourea urine biomarker of exposure to dithiocarbamates fungicides,by measuring ethylenethiourea urine biomarker of exposure to dithiocarbamates fungicides,Unknown,"Exposure to pesticides was evaluated 1 ) by measuring 56 pesticides in the ambient outdoor air around schools in the two periods and building a cumulative exposure index , and 2 ) by measuring ethylenethiourea ( ETU ) concentrations in urine in a subsample of children ( n = 96 ) , ETU being a urine biomarker of exposure to dithiocarbamates fungicides ."
3885197,chemotherapy,MESH:D004358,Method,therefore occupies,therefore occupy,role in curative concepts for all childhood malignancies,role in curative concepts for all childhood malignancies,Unknown,Therefore chemotherapy occupies a major role in the curative concepts for nearly all childhood malignancies .
21450555,m. bovis,476,Species,was used as,be use as,positive control for mutation in katg463,positive control for mutation in katg463,Unknown,M. bovis was used as a positive control for mutation in KatG463 .
22169112,25d deficiency,MESH:D007153,Disease,prevalence of was,prevalence of be,86.2 % at end,86.2 % at end,Unknown,RESULTS : The prevalence of 25D deficiency was 86.2 % at the end of the summer and increased to 96.2 % at the end of the winter .
17765648,percutaneous coronary intervention,MESH:D062645,Method,is in,be in,porcine model,porcine model,Unknown,Prolonged application of clopidogrel reduces inflammation after percutaneous coronary intervention in the porcine model .
33749262,luteolin,CHEMBL151,Drug,has gained interest as,have gain interest as,intestinal protectant,intestinal protectant,Unknown,"Luteolin , a dietary flavonoid , has gained increasing interest as an intestinal protectant ."
23419864,estradiol,CHEMBL135,Chemical,also suppressed,also suppress,microglial activation in vpl,microglial activation in vpl,Unknown,Estradiol also suppressed microglial activation in the VPL .
33885289,viscous instabilities,MESH:D043171,Disease,is in,be in,fluid flow,fluid flow,Unknown,"In contrast to known mechanisms , this mode of membrane disruption is restricted to the upper leaflet of the bilayer where it exhibits propagating fronts of peptide - lipid interfaces that are strikingly similar to viscous instabilities in fluid flow ."
12754,tocopherol deficiency,MESH:D007153,Disease,indicated by,indicate by,corresponding increase in glutathione release under oxygenation,corresponding increase in glutathione release under oxygenation,Unknown,"Tocopherol deficiency caused a marked increase in lipid - peroxide formation as indicated by a corresponding increase in glutathione release under hyperbaric oxygenation , with a further enhancement when the tocopherol - deficient rats were also starved ."
28956669,morphine,CHEMBL70,Drug,were,be,administered medications to age groups,administered medications to age groups,Unknown,Morphine and fentanyl were the most commonly administered medications to all age groups .
33812029,logistic regression,MESH:D016015,Method,determine,determine,risk factors for site infection,risk factors for site infection,Unknown,Univariate analysis and binary logistic regression were performed to determine independent risk factors for surgical site infection .
20660494,patients,9606,Species,have,have,neuropsychological functioning,neuropsychological functioning,Unknown,Patients with a history of cannabis use were found to have superior neuropsychological functioning .
19458052,cancer,MESH:D009369,Disease,is,be,because cured by conventional chemotherapies,because cured by conventional chemotherapies,Unknown,"CONCLUSION : Because ovarian cancer is rarely cured by conventional chemotherapies , GnRH - 4EBP fusion peptide may be of therapeutic potential for treatment of this disease ."
32776946,hemoglobin,Hemoglobin,Chemical,is associated with,be associate with,oxygenation status owing,oxygenation status owing,Unknown,Hemoglobin ( Hb ) is associated with cerebral oxygenation status owing to its important role of carrying oxygen to systemic tissues .
32975354,prevalence,MESH:D015995,Method,detectable in,detectable in,monoclonal linked immunosorbent assay designed for detection of allergen specific ige in sera of dogs,monoclonal linked immunosorbent assay designed for detection of allergen specific ige in sera of dogs,Unknown,"Hypothesis / Objective - The objective was to document the prevalence of CCD detectable in a monoclonal cocktail - based enzyme - linked immunosorbent assay designed for the detection of allergen - specific IgE in the sera of dogs and cats , and to define a means for successful inhibition of these CCD ."
25212322,wine grapes,29760,Species,had,have,concentrations,concentrations,Unknown,"On average , wine grapes had higher concentrations than had table grapes for all of these compounds except hydroxycinnamic acids ."
18757332,patients,9606,Species,is with,be with,solid tumors,solid tumors,Unknown,We conducted a dose selection study with daily rapamycin ( sirolimus ) in patients with solid tumors employing a modified continuous reassessment method ( mCRM ) using real - time pharmacodynamic data as primary dose - estimation parameter .
34514304,laparotomy,MESH:D007813,Method,was,be,arranged,arranged,Unknown,Her haemodynamics were stabilized whilst a laparotomy was arranged .
6297011,radiotherapy,MESH:D011878,Method,was,be,if associated,if associated,Unknown,"Secondary malignant disease may develop after the treatment of any cancer , especially if radiotherapy was associated with alkylating agents ."
12679828,disease,MESH:D004194,Disease,is at,be at,still stage with little effect,still stage with little effect,Unknown,"On inclusion , the disease is still at a stage of cognitive impairment with little effect on basic autonomy ."
14969341,bacteroides sp,29523,Species,transformed ginsenoside rg3 among,transform ginsenoside rg3 among,bacteria isolated from human microflora,bacteria isolated from human microflora,Unknown,"Among the bacteria isolated from human fecal microflora , Bacteroides sp. , Bifidobacterium sp. and Fusobacterium sp. potently transformed ginsenoside Rg3 to ginsenoside Rh2 ."
24842352,eccrine spiradenoma,MESH:D018250,Disease,is,be,tumour,tumour,Unknown,"Malignant eccrine spiradenoma ( MES ) is an extremely rare but aggressive tumour , resulting in high mortality ."
2041438,patients,9606,Species,may present,may present,while associated,while associated,Unknown,"While the illness is often associated with a characteristic rash , erythema migrans , patients may also present with a variety of complaints in the absence of the rash ."
10199853,estradiol,CHEMBL135,Chemical,enhance mt2 melatonin receptor function in,enhance mt2 melatonin receptor function in,thermoregulatory caudal artery of rat,thermoregulatory caudal artery of rat,Unknown,Thus circulating estradiol appears to enhance MT2 melatonin - receptor function in the thermoregulatory caudal artery of the female rat resulting in increased vasodilatation in response to melatonin .
25691329,patients,9606,Species,is with,be with,premature ovarian failure,premature ovarian failure,Unknown,The results also suggested that the treatment was effective for patients with premature ovarian failure ( POF ) .
15797810,skin lesions,MESH:D012871,Disease,infection,infection,progressive visceral leishmaniasis,progressive visceral leishmaniasis,Unknown,"Human leishmaniasis is a spectral disease that includes asymptomatic self - resolving infection , localized skin lesions , and progressive visceral leishmaniasis ."
7781357,patients,9606,Species,showed,show,clinical evidence of decrease in toxic reactions,clinical evidence of decrease in toxic reactions,Unknown,All the patients also showed clinical evidence of a decrease in toxic reactions associated with tuberculosis .
31464895,chronic inflammation,MESH:D007249,Disease,improved significantly,improve significantly,whereas neutrophil activity deteriorated significantly only in placebo group,whereas neutrophil activity deteriorated significantly only in placebo group,Unknown,"Chronic inflammation improved significantly only in the treatment group ( P = .013 ) , whereas the neutrophil activity deteriorated significantly only in the placebo group ( P = .003 ) ."
23595141,cytotoxicity,MESH:D064420,Disease,was,be,induced by a-beta1-42 in presence,induced by a-beta1-42 in presence,Unknown,"METHODS : Cytotoxicity was induced by A-beta1-42 ( 2 muM ) in the presence of either diazoxide ( 500 muM ) , a selective opener of the mitochondrial ATP - sensitive potassium channel ( MitoKATP ) , or cyclosporin A ( 20 muM ) , an inhibitor of the mitochondrial permeability transition pore ( MTP ) , or the combination of both the reagents ."
2130946,ethylenethiourea,CHEMBL11860,Drug,is,be,thyroid carcinogen present in foods formed by degradation,thyroid carcinogen present in foods formed by degradation,Unknown,Ethylenethiourea ( ETU ) is a thyroid carcinogen present in foods formed by degradation and metabolism of ethylenebis [ dithiocarbamate ] fungicides .
14761780,heart failure,MESH:D006333,Disease,is known,be know,to complication in absence of coronary heart disease,to complication in absence of coronary heart disease,Unknown,Heart failure is known to be a complication of insulin - dependent ( IDDM ) and noninsulin - dependent diabetes mellitus ( NIDDM ) even in the absence of coronary heart disease or hypertension .
18278348,giant otter,9672,Species,is,be,aquatic mammal endemic,aquatic mammal endemic,Unknown,"The giant otter ( Pteronura brasiliensis ) is an aquatic mammal of the Mustelidae family , endemic to South America ."
14599537,patients,9606,Species,is with,be with,multiple metastases,multiple metastases,Unknown,"Patients with multiple metastases demonstrated a wide range of diameter , ranging from less than 1.5 cm to more than 5 cm ."
26965714,logistic regression,MESH:D016015,Method,model,model,influence of frequency,influence of frequency,Unknown,"Multiple logistic regression was used to model the influence of frequency of cannabis use on the metabolic syndrome , adjusting for potential covariates including antipsychotic medication use , smoking , alcohol use and cognitive function ."
34952578,lung collapse,MESH:D001261,Disease,was sign in,be sign in,other three patients,other three patients,Unknown,"Two of them had a past history of ABPA , while total unilateral lung collapse was the first sign of the disease in the other three patients , contributing to the initial misdiagnosis ."
15118749,ors,MESH:D016017,Method,were,be,however higher,however higher,Unknown,"However , ORs for cough , wheeze , and asthma were all higher in the exposed groups than in the control group ."
2130946,ethylenethiourea,CHEMBL11860,Drug,is,be,thyroid carcinogen present in foods formed by degradation of ethylenebis,thyroid carcinogen present in foods formed by degradation of ethylenebis,Unknown,Ethylenethiourea ( ETU ) is a thyroid carcinogen present in foods formed by degradation and metabolism of ethylenebis [ dithiocarbamate ] fungicides .
2685716,malaria infection,MESH:D008288,Disease,is associated with,be associate with,fever,fever,Unknown,Since acute malaria infection is characteristically associated with fever it is likely that prostaglandin E production will also be enhanced in these patients .
23026701,physical examination,MESH:D010808,Method,revealed,reveal,decreased acuity related to bilateral corneal deposits,decreased acuity related to bilateral corneal deposits,Unknown,Physical examination revealed decreased visual acuity related to bilateral rounded corneal deposits .
26039997,diabetic eye disease,MESH:D003920,Disease,is common cause of,be common cause of,vision loss in working age population in developed world,vision loss in working age population in developed world,Unknown,"Diabetic eye disease is the most common cause of severe vision loss in the working - age population in the developed world , and proliferative diabetic retinopathy ( PDR ) is its most vision - threatening sequela ."
9554341,patients,9606,Species,died of,die of,cancer,cancer,Unknown,A total of 11 patients died of cancer at 1 to 48 months ( mean 17.2 ) and 2 survived for 8 to 131 months .
26934110,women,9606,Species,is in,be in,developing countries,developing countries,Unknown,Women in developing countries who finish school before marriage may have important social capital gains .
3067340,olsalazine,CHEMBL425,Drug,thus seems,thus seem,to drug for term treatment in man,to drug for term treatment in man,Unknown,"Thus , olsalazine seems to be a suitable drug for long - term treatment of ulcerative colitis in man ."
11693543,flavor,Flavor,Excipient,be,be,2 cna,2 cna,Unknown,The major volatile flavor in CC - oil was found to be 2 - CNA .
28007723,sildenafil,CHEMBL192,Drug,is with,be with,dopamine,dopamine,Unknown,"The method was applied to the investigation of sildenafil alone , sildenafil with heparin , sildenafil with dopamine , and sildenafil with heparin and with dopamine , all in 5 % dextrose injection at room temperature and under refrigeration for 30 days ."
9444301,ach,CHEMBL667,Chemical,therefore inhibits,therefore inhibit,calcium current in atrioventricular node,calcium current in atrioventricular node,Unknown,"Therefore , ACh inhibits the basal calcium current in the atrioventricular node mainly by suppressing cAMP synthesis through the inhibitory GTP - binding protein ."
34401360,staphylococcus gallinarum,1293,Species,were,be,species,species,Unknown,"We found Virgibacillus were increased in the pre-prepared form while Corynebacterium casei , Atopococus tabaci , Atopostipes suicloacalis , Oceanobacillus chironomi and Staphylococcus gallinarum were the most abundant species in the ready to buy forms ."
3053959,immunization,MESH:D007114,Method,yielded,yield,monoclonal antibodies towards glycosylated variant,monoclonal antibodies towards glycosylated variant,Unknown,The immunization of mice with an affinity - purified glycoprotein preparation from chicken pituitary tissue yielded several monoclonal antibodies towards the recently described glycosylated variant of chicken GH .
23088888,vaccination,MESH:D014611,Method,is performed annually as,be perform annually as,injections,injections,Unknown,"Vaccination of horses is performed annually or semi-annually with multiple viral antigens , either in a combination vaccine or as separate injections ."
10930751,specificity,MESH:D012680,Method,was,be,checked,checked,Unknown,The specificity of these protocols was checked for DNA samples isolated from various Lactobacillus strains .
15653902,strain,MESH:D013180,Disease,was isolated from,be isolate from,sea water,sea water,Unknown,"A Gram - negative , motile , yellow - pigmented , slightly halophilic bacterial strain , SW - 151T , was isolated from sea water of the Yellow Sea in Korea , and subjected to a polyphasic taxonomic study ."
20052412,western blotting,MESH:D015153,LabMethod,showed,show,expression,expression,Unknown,"Immunofluorescence , RT - PCR and Western blotting showed higher expression of Shh in ShhMSCs which also led to increased expression of angiogenic and pro-survival growth factors in ShhMSCs ."
25850786,thyroid tumors,MESH:D013959,Disease,molecular pathogenesis of been,molecular pathogenesis of be,has evolving field in past years,has evolving field in past years,Unknown,The molecular pathogenesis of thyroid tumors has been an evolving field in the past years .
2343079,radiotherapy,MESH:D011878,Method,is,be,in course of their disease indicated in about 2/3 of cancer patients,in course of their disease indicated in about 2/3 of cancer patients,Unknown,In the course of their disease a radiotherapy is indicated in about 2/3 of all cancer patients .
6715107,cobalt,Cobalt,Chemical,is used for,be use for,purposes,purposes,Unknown,For industrial purposes cobalt is used to a large extent .
24459442,prospective study,MESH:D011446,Method,is in,be in,isolated unilateral retrobulbar optic neuritis,isolated unilateral retrobulbar optic neuritis,Unknown,Prospective Study on Retinal Nerve Fibre Layer Thickness Changes in Isolated Unilateral Retrobulbar Optic Neuritis .
23014340,incidence,MESH:D015994,Method,was,be,after challenge of permeability barrier function observed in caspase -14-deficient skin,after challenge of permeability barrier function observed in caspase -14-deficient skin,Unknown,"We also demonstrate that after challenge of epidermal permeability barrier function by repetitive acetone treatment , a higher incidence of large parakeratotic plaques was observed in caspase -14-deficient skin ."
26773730,ang ii,CHEMBL2392353,Chemical,is involved in,be involve in,loss of cells of cajal in diabetic mice,loss of cells of cajal in diabetic mice,Unknown,"Although a local RAS is known to exist in the gastrointestinal tract , it is unclear whether Ang II is involved in the loss of gastric interstitial cells of Cajal ( ICC ) in diabetic mice ."
7708996,ncpap,MESH:D045422,Method,significantly enhanced,significantly enhance,bronchodilator effect of inhaled salbutamol in response to induced bronchoconstriction,bronchodilator effect of inhaled salbutamol in response to induced bronchoconstriction,Unknown,NCPAP also significantly enhanced the bronchodilator effect of inhaled salbutamol in response to methacholine - induced bronchoconstriction .
