document_id,subject_str,subject_id,subject_type,predicate_org,predicate,object_str,object_id,object_type,text
34858315,transcranial magnetic stimulation,MESH:D050781,Method,effects on,effect on,dyskinesia,MESH:D020820,Disease,"Many studies have shown that transcranial magnetic stimulation has beneficial effects on levodopa - induced dyskinesia and is patient - tolerable , barely with reported adverse effects ."
33012922,granulomas,MESH:D006099,Disease,presence of,presence of,lymphadenopathy,MESH:D000072281,Disease,"Years later , the presence of pathologic submandibular lymphadenopathy was identified and biopsied , revealing non-caseating granulomas ."
30191911,fibrosis,MESH:D005355,Disease,consequences,consequence,skin pigmentation,MESH:D010859,Disease,"The consequences include hepatic fibrosis , cardiomyopathy and skin pigmentation , and these sequelae along with fatigue may be prevented by ' de-ironing ' ."
24072970,lymphoblastic leukemia,MESH:D054198,Disease,remains,remain,disease,MESH:D004194,Disease,Acute lymphoblastic leukemia ( ALL ) remains a disease with poor outcomes in adults .
28415772,patients,9606,Species,is with,be with,pancreaticobiliary maljunction,MESH:D000080222,Disease,Endoscopic therapy for patients with pancreaticobiliary maljunction : a follow - up study .
22533653,sbp,8991,Gene,rates in,rate in,patients,9606,Species,"The authors compared systolic and diastolic blood pressure ( SBP and DBP ) levels and hypertension control ( SBP < 140 mm Hg and DBP < 90 mm Hg ) rates in patients initiating antihypertensive treatment in a large managed care organization during 2 time periods : July 1 , 2001 , to June 30 , 2002 ( n = 322 ) ; and July 1 , 2003 , to June 30 , 2004 ( n = 323 ) ."
10903235,pneumonia,MESH:D011014,Disease,was cause of,be cause of,treatment failure,MESH:D016609,Disease,"Nosocomial pneumonia was the only cause of treatment failure independently associated with death in multivariate analysis ( RR , 16.7 ; 95 % CI , 1.4 to 194.9 ; p = 0.03 ) ."
20957060,patients,9606,Species,chose bimatoprost over,choose bimatoprost over,travoprost,CHEMBL1200799,Drug,"For continued therapy , patients chose bimatoprost over travoprost by a factor of 2.4 to 1 ."
26912436,patients,9606,Species,is with,be with,colorectal liver metastases,MESH:D009362,Disease,UNLABELLED : Randomized controlled trials are investigating the benefit of hepatic radioembolization added to systemic therapy in the first - and second - line treatment of patients with colorectal liver metastases ( CRLM ) .
28017406,bortezomib,CHEMBL325041,Drug,is with,be with,lenalidomide,CHEMBL848,Drug,The combination of the proteasome inhibitor bortezomib with lenalidomide and dexamethasone has shown significant efficacy in the setting of newly diagnosed myeloma .
24871931,sjs,MESH:D010009,Disease,were induced by,be induce by,pht,CHEMBL16,Drug,PATIENTS AND METHODS : All the participants were epileptic patients and the SJS / TEN were induced by PHT or LTG .
19187396,furosemide,CHEMBL1788133,Drug,treated for,treat for,patent ductus arteriosus,MESH:D004374,Disease,Furosemide in preterm infants treated with indomethacin for patent ductus arteriosus .
16887922,testicular cancer,MESH:D013736,Disease,affect,affect,men,9606,Species,BACKGROUND : Testicular cancer and Hodgkin 's disease are among the most common malignancies to affect young men of reproductive age .
18157143,spinal cord injuries,MESH:D013119,Disease,is in,be in,humans,9606,Species,Spinal cord injuries ( SCIs ) in humans and experimental animals are often associated with varying degrees of spontaneous functional recovery during the first months after injury .
25097848,toxocariasis,MESH:D014120,Disease,main syndromes,main syndrome,toxocariasis,MESH:D007816,Disease,"Although most human infections are asymptomatic , two main syndromes of human toxocariasis are classically recognized : systemic toxocariasis , which encompasses diseases in major organs ; and ocular toxocariasis ( OT ) , disease in the eye or optic nerve , caused by the migration of Toxocara larvae into the eye ."
20488624,patients,9606,Species,is with,be with,schizophrenia,MESH:D012559,Disease,"However , few studies have compared patients with schizophrenia or schizoaffective disorders to patients with other psychiatric diagnoses without psychosis , addressing ability to quit and differences in treatment characteristics ."
18637832,patients,9606,Species,had,have,focal cortical dysplasia,MESH:C567657,Disease,Thirteen patients had focal cortical dysplasia .
6942181,fibrosarcoma,MESH:D005354,Disease,were,be,harvey murine sarcoma virus,11807,Species,"Two classes of murine fibrosarcomas were studied : a 3 - methylcholanthrene - induced fibrosarcoma syngeneic to C57BL / 6 mice ( MCA - FS ) and a Harvey murine sarcoma virus - transformed , nonproducer fibrosarcoma syngeneic to C57BL / 6 mice ( H - NP ) ."
30954320,myotomy,MESH:D000074433,Method,is safe treatment for,be safe treatment for,gastroparesis,MESH:D018589,Disease,DISCUSSION : Our systematic review demonstrates that gastric peroral endoscopic myotomy is a safe and effective treatment for gastroparesis .
30968978,ish,MESH:D017403,LabMethod,allows,allow,diagnosis,MESH:D003933,Method,The ISH allows confirmatory diagnosis of GSB microsporidiosis and estimation of infection intensity and will be a valuable tool for a more precise determination of parasite dissemination pathways and pathogeny mechanisms .
17076894,a. phagocytophilum,948,Species,express,express,protein,Proteins,Excipient,"Results To facilitate genetic manipulation , we transformed A. phagocytophilum ( Ap ) to express a green fluorescent protein ( GFP ) with the Himar1 transposase system and selection with the clinically irrelevant antibiotic spectinomycin ."
17932508,children,9606,Species,had,have,visual acuities,MESH:D014786,Disease,"Five children had visual acuities equivalent to 6/12 or better at least 6 months after stopping treatment , compared with one child prior to treatment ."
23832011,leukemia,MESH:D007938,Disease,is,be,pediatric leukemia,MESH:D063766,Disease,"Juvenile myelomonocytic leukemia ( JMML ) is an intractable pediatric leukemia with poor prognosis whose molecular pathogenesis is poorly understood , except for somatic or germline mutations of RAS pathway genes , including PTPN11 , NF1 , NRAS , KRAS and CBL , in the majority of cases ."
23394255,a. vera,34199,Species,also alleviates,also alleviate,depression,MESH:D000275,Disease,"DISCUSSION : Thus from the above observations , it can be proposed that A. vera enhances learning and memory , and also alleviates depression in mice ."
32381378,nicotine,CHEMBL3,Chemical,is psychoactive substance of,be psychoactive substance of,tobacco,4097,Species,Nicotine is the specific psychoactive substance of tobacco while tetrahydrocannabinol ( THC ) is the specific component of cannabis .
22685980,gastrointestinal endoscopy,MESH:D016099,Method,revealed,reveal,gastritis,MESH:D005756,Disease,Gastrointestinal endoscopy revealed gastritis .
388308,total body irradiation,MESH:D014916,Method,is usually associated with,be usually associate with,chemotherapy,MESH:D004358,Method,"In acute leukemia , total body irradiation is usually associated with cytoreductive chemotherapy ."
15492182,patients,9606,Species,is with,be with,vitiligo,MESH:D014820,Disease,"OBJECTIVES : To investigate the efficacy of epidermal noncultured cellular grafting in patients with vitiligo and the role of postinflammatory , spontaneous , or UV - induced pigmentation in obtaining repigmentation ."
24703062,collagen induced arthritis,MESH:D001169,Method,is,be,rheumatoid arthritis,MESH:D001172,Disease,"Collagen induced arthritis ( CIA ) is the most studied and used rheumatoid arthritis ( RA ) model in animals , as it shares many pathological and immunological features of the human disease ."
8347904,prednisone,CHEMBL635,Drug,immunosuppression,immunosuppression,azathioprine,CHEMBL1542,Drug,"Maintenance immunosuppression included prednisone , azathioprine , and CsA ."
17644193,hoarseness,MESH:D006685,Disease,is in,be in,children,9606,Species,Hoarseness in children : the role of laryngopharyngeal reflux .
32300387,hereditary coproporphyria,MESH:D046349,Disease,is third most common of,be third most common of,acute porphyrias,MESH:D017118,Disease,"Hereditary coproporphyria ( HCP ) is the third most common of the acute porphyrias , after acute intermittent porphyria and variegate porphyria ."
34506551,patients,9606,Species,had,have,probability,MESH:D011336,Method,CONCLUSIONS : Those patients that had a history of Hypertension and Diabetes had a higher probability of non-survival in contrast to those who did not have a history of Diabetes and hypertension .
16499930,neoplasia,MESH:D009369,Disease,form,form,leukoplakias,MESH:D007971,Disease,"Simulations performed gave a picture of how mutations and neoplasia may spread in a tissue , to form characteristic leukoplakias with a core of neoplastic cells ."
21376430,syndrome,MESH:D013577,Disease,is,be,thrombotic microangiopathy,MESH:D057049,Disease,"Hemolytic uremic syndrome ( HUS ) is a thrombotic microangiopathy ( TMA ) disorder characterised by the association of haemolytic anaemia , thrombocytopenia and acute renal failure ."
32145169,overview,MESH:D054058,Disease,describes features in,describe feature in,patients,9606,Species,The overview describes the clinical features of acute coronary syndrome in patients of older age groups .
34193647,physical examination,MESH:D010808,Method,1st 3rd,1st 3rd,magnetic resonance imaging,MESH:D008279,Method,"Subsequently , the follow - up of the patients was performed thorough physical examination and ultrasonography and / or magnetic resonance imaging at the 1st , 3rd , and 6th months ."
30946449,children,9606,Species,is with,be with,usnhl,MESH:D006319,Disease,Enlarged vestibular aqueduct ( EVA ) was detected with a pooled frequency of 7 % for CT and 12 % for MRI in children with USNHL .
21244475,cerebral oedema,MESH:D004487,Disease,acute neurological complications,acute neurological complication,cerebral infarction,MESH:D002544,Disease,"Acute neurological complications related to diabetic ketoacidosis include cerebral oedema , cerebral infarction , brain herniation , cortical venous thrombosis and cerebral haemorrhage ."
28294885,patients,9606,Species,is with,be with,ah,MESH:D007039,Disease,"RESULTS : Use of fixed amlodipine / lisinopril combination in patients with AH with high and very high risk of cardiovascular complications compared with free combinations of amlodipine and lisinopril or ramipril was associated with statistically significant improvement of a number of QL parameters as assessed by SF - 36 questionnaire : physical functioning , bodily pain , general health , social functioning , and mental health ."
11713439,muscle strength,MESH:D053580,Method,were number of,be number of,hospitalizations,MESH:D006760,Method,"Caloric intake , resting energy expenditure , pulmonary function , and respiratory muscle strength were measured every 6 months , as were total number of hospitalizations and courses of outpatient intravenous antibiotics ."
24257497,hemiparesis,MESH:D010291,Disease,began on,begin on,imatinib,CHEMBL941,Drug,The brain metastasis in the right prefrontal gyrus was detected 20 months after resection of the primary lesion when left hemiparesis began although the patient was on imatinib .
28325688,hpv,10566,Species,induces,induce,carcinoma,MESH:D002277,Disease,HPV infects basal epithelial cells on multiple surfaces and induces carcinoma primarily in the cervix and the oropharynx .
29098104,cross-infection,MESH:D003428,Disease,is source of,be source of,gbs,MESH:D020275,Disease,"On the other hand , nosocomial cross-infection is an important source of GBS in late onset disease ."
20849327,agitation,MESH:D011595,Disease,benzodiazepines,benzodiazepines,seizure,MESH:D012640,Disease,"Benzodiazepines alone may adequately relieve agitation , hypertension , tachycardia , psychosis , and seizure , though other specific therapies can also be required for sympathomimetic effects and their associated complications ."
31678041,patients,9606,Species,is with,be with,burning mouth syndrome,MESH:D002054,Disease,OBJECTIVES : The aim of this study was to characterize the diagnostic process that patients with burning mouth syndrome ( BMS ) undergo and to identify the potential pitfalls encountered in the workup and management of BMS .
32776488,ellipticine,CHEMBL123,Drug,yield,yield,nanoparticles,MESH:D053758,DosageForm,The micelles are loaded with ellipticine to yield light - responsive nanoparticles with sizes of around 35 nm according to transmission electron microscopy ( TEM ) analysis .
23519539,squamous cell carcinoma,MESH:D002294,Disease,is disease with,be disease with,prognosis,MESH:D011379,Method,Squamous cell carcinoma of the vulva is a rare disease with good prognosis if diagnosed early .
26577137,a. schaalii,59505,Species,is species with,be species with,urinary tract infections,MESH:D014552,Disease,"A. schaalii is the species most frequently involved in human infections , with 172 cases , mostly urinary tract infections ( UTIs ) , reported so far ."
11143724,diabetes,MESH:D003920,Disease,systemic conditions,systemic condition,osteoporosis,MESH:D010024,Disease,"Systemic conditions with oral manifestations include diabetes , hereditary disease , joint disease , HIV and osteoporosis ."
31113709,body mass index,MESH:D015992,Method,response in,response in,arthritis,MESH:D001168,Disease,PURPOSE : Body mass index ( BMI ) demonstrated to influence the clinical response to different drugs in rheumatoid arthritis ( RA ) .
7606970,patients,9606,Species,presented with,present with,respiratory failure,MESH:D012131,Disease,Four patients presented with respiratory failure requiring respiratory assistance and positive pressure ventilation .
18996026,radiation therapy,MESH:D011878,Method,emerging new technologies,emerge new technology,radiation therapy,MESH:D011878,Method,Emerging new technologies such as intensity modulated radiation therapy ( IMRT ) and image - guided radiation therapy ( IGRT ) will also be reviewed .
33950954,dexmedetomidine,CHEMBL778,Drug,prevent emergence agitation in,prevent emergence agitation in,children,9606,Species,BACKGROUND : Intravenous dexmedetomidine ( DEX ) has been used to prevent emergence agitation ( EA ) in children .
15292387,metabolic syndrome,MESH:D024821,Disease,of prevalence is,of prevalence be,hypertension,MESH:D006973,Disease,"BACKGROUND : The prevalence of metabolic syndrome ( obesity , glucose intolerance , low serum high - density lipoprotein cholesterol [ HDL - C ] , high serum triglycerides , hypertension ) is high and increasing in parallel with an increasing breast cancer incidence worldwide ."
22816680,patients,9606,Species,have successfully completed,have successfully complete,sct,MESH:D033581,Method,Thirteen patients have successfully completed SCT and 11 have undergone ALI .
32768514,toxoplasmosis,MESH:D014123,Disease,is,be,zoonotic infection,MESH:D015047,Disease,"BACKGROUND : Toxoplasmosis is a widespread zoonotic infection , caused by an obligate intracellular protozoan ."
2175032,estradiol,CHEMBL135,Chemical,effects of,effect of,t,CHEMBL386630,Chemical,Experiments were conducted to determine whether estradiol ( E ) blocks the effects of T by acting during acquisition or extinction .
28924076,myocardial fibrosis,MESH:D005355,Disease,is in,be in,hypertrophic cardiomyopathy,MESH:D002312,Disease,Third and Fourth Heart Sounds and Myocardial Fibrosis in Hypertrophic Cardiomyopathy .
26892271,patients,9606,Species,is with,be with,ad,MESH:D003876,Disease,Our data suggest a possible novel therapeutic approach using a H4R antagonist in the treatment of patients with AD .
9676080,tuberculosis,MESH:D014376,Disease,patient,patient,hydropneumothorax,MESH:D006872,Disease,The patient also had pulmonary tuberculosis and hydropneumothorax as a complication .
33636291,human papillomavirus,10566,Species,is,be,sexually transmitted infection,MESH:D012749,Disease,BACKGROUND : Human papillomavirus is the most common sexually transmitted infection .
3875292,heparin,CHEMBL1909300,Chemical,inhibits cell proliferation in,inhibit cell proliferation in,injury,MESH:D014947,Disease,Heparin inhibits mesangial cell proliferation in habu - venom - induced glomerular injury .
1915106,pacap,Polypeptides,Excipient,interacts synergistically with,interact synergistically with,lhrh,25194,Gene,The observation that PACAP interacts synergistically with LHRH in stimulating gonadotropin release suggests intriguing possibilities for PACAP in regulating gonadotropin secretion and reproductive function .
11284550,prazosin,CHEMBL2,Drug,reinstate,reinstate,hemiplegia,MESH:D006429,Disease,"This study used a within - subject , dose - response design to determine whether prazosin ( PRAZ ) , an alpha1 - NA antagonist , or propranolol ( PROP ) , a beta - NA antagonist , would continue to reinstate hemiplegia over time after recovery from weight - drop traumatic brain injury ( TBI ) ."
2184497,external otitis,MESH:D010032,Disease,occurs almost exclusively in,occur almost exclusively in,patients,9606,Species,Invasive external otitis occurs almost exclusively in patients with longstanding diabetes .
30995174,chemotherapy,MESH:D004358,Method,increases survival compared,increase survival compare,radiation therapy,MESH:D011878,Method,PURPOSE : The primary objective was to determine if vaginal cuff brachytherapy and chemotherapy ( VCB / C ) increases recurrence - free survival ( RFS ) compared with pelvic radiation therapy ( RT ) in high - intermediate and high - risk early - stage endometrial carcinoma .
15516946,leukemia,MESH:D007938,Disease,is associated with,be associate with,prognosis,MESH:D011379,Method,Atypical chronic myeloid leukemia ( aCML ) occurs rarely and is associated with a poor prognosis when treated with conventional chemotherapy .
18435468,patients,9606,Species,is with,be with,chronic hepatitis c,MESH:D019698,Disease,UNLABELLED : The impact of ribavirin exposure on sustained virological response ( SVR ) in patients with chronic hepatitis C is unknown .
28846280,hemolysis,MESH:D006461,Disease,is described as,be describe as,rupture,MESH:D012421,Disease,Hemolysis is described as rupture of red blood cells and leakage of their contents .
20037160,compound a,CHEMBL1213284,Drug,decreases,decrease,cbg,299270,Gene,"Compound A ( CpdA ) , a dissociated glucocorticoid receptor modulator , decreases corticosteroid - binding globulin ( CBG ) , adrenocorticotropic hormone ( ACTH ) , and luteneinizing hormone levels in rats ."
7409245,breast disease,MESH:D001941,Disease,responds favorably to,respond favorably to,therapy,MESH:D013812,Method,"Benign breast disease , aside from fibroadenomas and intraductal papillomas , frequently responds favorably to hormonal therapy ."
15492182,patients,9606,Species,have,have,vitiligo,MESH:D014820,Disease,"Nineteen patients appeared to have a stable vitiligo ( group 1 ) , whereas there was doubt about the stability of the disease in 9 patients ( group 2 ) ."
31407956,leptospirosis,MESH:D007922,Disease,are,be,diseases,MESH:D004194,Disease,Leptospirosis and rabies are zoonotic diseases of public health importance and endemic diseases in tropical countries such as Costa Rica .
21244475,diabetic ketoacidosis,MESH:D016883,Disease,is important cause in,be important cause in,children,9606,Species,BACKGROUND : Diabetic ketoacidosis is a metabolic disorder caused by insulin deficiency and is the most important cause of mortality and morbidity in children with Type 1 diabetes mellitus .
25550816,cell transplantation,MESH:D017690,Method,transfected by,transfect by,vascular endothelial growth factor,83785,Gene,Cell transplantation into ischemic myocardium using mesenchymal stem cells transfected by vascular endothelial growth factor .
12063630,fusafungine,CHEMBL2109188,Drug,significantly reduces,significantly reduce,pain,MESH:D010146,Disease,RESULTS : Fusafungine in spray significantly reduces pain in the early days ( 2 - 4 day ) after the operation and offers almost 16 % decrease in total consumption of analgesics ( p < 0.04 ) .
8525571,antibiotics,CHEMBL606111,Drug,control,control,infections,MESH:D007239,Disease,Symptomatic therapy consisting of cleansing soaks ( chlorhexidine ) and systemic antibiotics ( trimethoprim - sulfadiazine or amoxicillin - clavulanic acid ) may be helpful to control secondary bacterial infections .
28569356,ipth,CHEMBL2108078,Chemical,3rd and 12th postoperative months,3rd and 12th postoperative month,alp,250,Gene,"At the 3rd , 6th , and 12th postoperative months , 21 ( 17.6 % ) , 17 ( 17.3 % ) , and 1 ( 0.8 % ) patients , respectively , had increased iPTH and ALP and decreased vitD levels ."
28413713,patient,9606,Species,restarted,restart,ntz,CHEMBL1201607,Drug,"After the rebound three patients continued treatment with FTY , only one patient restarted NTZ ."
23662841,allergic disease,MESH:D004342,Disease,is in,be in,particular allergic asthma,MESH:D004342,Disease,"In this review , we will address the new progress in our understanding of pDC biology with respect to allergic disease in particular allergic asthma ."
15589587,patients,9606,Species,have,have,disease,MESH:D004194,Disease,"PATIENTS AND METHODS : Eligible patients were required to have measurable disease with a GOG performance status of 0 - 2 and adequate bone marrow , renal , and hepatic function ."
6199617,sodium bicarbonate,CHEMBL1353,Excipient,is therapy for,be therapy for,ventricular arrhythmia,MESH:D001145,Disease,"These experiments suggest that : ( a ) amitriptyline intoxication frequently produces ventricular tachyarrhythmias , if high enough drug concentrations are achieved ; ( b ) these arrhythmias are associated with marked slowing of intraventricular conduction ; and ( c ) sodium bicarbonate is effective therapy for amitriptyline - induced ventricular arrhythmia ."
19256577,women,9606,Species,having,have,children,9606,Species,"Couples are waiting longer to have children , and advances in reproductive technology are allowing older men and women to consider having children ."
20013278,protein,Proteins,Excipient,is recognised,be recognise,gliomas,MESH:D005910,Disease,INTRODUCTION : High cerebrospinal fluid ( CSF ) protein is a recognised association of optic pathway gliomas .
11325692,hyperammonemia,MESH:D022124,Disease,may cause,may cause,neuronal damage,MESH:D009410,Disease,"Persistent hyperammonemia , if not treated rapidly , may cause irreversible neuronal damage ."
30010547,electrical stimulation,MESH:D004558,Method,could provide therapy for,could provide therapy for,people,9606,Species,Objective : Prosthetic electrical stimulation delivered to the vestibular nerve could provide therapy for people suffering from bilateral vestibular dysfunction ( BVD ) .
17252535,starvation,MESH:D013217,Disease,was studied by,be study by,flow cytometry,MESH:D005434,LabMethod,"FITC - insulin binding and endogenous insulin content of Tetrahymena pyriformis , that had been 24 h or 30 min starved , continuously fed or re-fed after starvation was studied by flow cytometry and confocal microscopy ."
34974655,patients,9606,Species,higher incidence of,higher incidence of,acute cholecystitis,MESH:D041881,Disease,Conclusions : Patients undergoing dialysis had a higher incidence and risk of acute cholecystitis than the general population .
27078869,xor,7498,Gene,effects in,effect in,hypertension,MESH:D006973,Disease,This study shows that XOR mediates vasorelaxing effects of nitrite in renovascular hypertension .
30064257,atrial fibrillation,MESH:D001281,Disease,increased burden of,increase burden of,cardiovascular disease,MESH:D002318,Disease,Atrial fibrillation ( AF ) could be a coincidental finding in certain patients with ischemic stroke and increased burden of underlying cardiovascular disease .
33664972,patients,9606,Species,developed while,develop while,rn,MESH:D009336,Disease,"Eight patients developed RN while on cabozantinib , pazopanib , or sunitinib ."
11791635,patients,9606,Species,is with,be with,systemic sclerosis,MESH:D012595,Disease,OBJECTIVE : To investigate interactions of immune cells with vascular endothelium in patients with systemic sclerosis ( SSc ) and in patients with idiopathic or autoimmune Raynaud 's phenomenon ( RP ) .
3333892,metastasis,MESH:D009362,Disease,is major cause of,be major cause of,death,MESH:D003643,Disease,Hepatic metastasis is the major cause of death in advanced cancer of the colon and rectum .
31677021,tc,CHEMBL1351,Drug,is promising regimen for,be promising regimen for,cancer,MESH:D009369,Disease,CONCLUSIONS : Dose - dense TC is a promising regimen of NAC for advanced epithelial ovarian cancer .
26139487,lc,MESH:D017081,Method,is clearly superior to,be clearly superior to,lc,MESH:D017081,Method,CONCLUSIONS : Early LC is clearly superior to delayed LC in acute cholecystitis .
4070678,recurrences,MESH:D012008,Disease,patient,patient,metastases,MESH:D009362,Disease,One patient with a very large undifferentiated tumour developed local recurrences and regional metastases as well .
24525590,docetaxel,CHEMBL3545252,Drug,was only treatment in,be only treatment in,prostate cancer,MESH:D011471,Disease,"In metastatic prostate cancer , docetaxel was the only treatment , until recently , shown to improve survival after the development of castration resistance ."
32769854,patients,9606,Species,is with,be with,neuroendocrine tumors,MESH:D018358,Disease,Conclusions Imaging with 68Ga - DOTATOC PET - CT has a significant impact on management of patients with neuroendocrine tumors .
32753275,children,9606,Species,have received,have receive,antibiotics,CHEMBL606111,Drug,"BACKGROUND : Children with acute appendicitis have historically received intravenous antibiotics before and after appendectomy , yet recent literature supports minimizing postoperative antibiotics ."
26798139,survival rates,MESH:D015996,Method,were highest on,be highest on,soybean,3847,Species,"Survival rates were highest on soybean , followed by cotton and cowpea ."
3690907,nifedipine,CHEMBL193,Drug,moving,move,patients,9606,Species,"In patients with normal control pump function ( n = 14 ) , nifedipine markedly decreased MWS , moving the patients to a new , more advantageous EF - MWS relation ."
11220713,patients,9606,Species,have,have,injuries,MESH:D014947,Disease,"We examine the hypothesis that patients with "" insignificant "" mechanism of trauma may have major injuries that require expert trauma care ."
20215410,ua,CHEMBL792,Chemical,endothelial function from,endothelial function from,deoxycorticosterone acetate,CHEMBL1200542,Drug,We hypothesized that UA improves the endothelial function of aorta from deoxycorticosterone acetate ( DOCA ) - salt hypertensive rats .
6293043,hypercalciuria,MESH:D053565,Disease,predispose to,predispose to,nephrolithiasis,MESH:D053040,Disease,Hypercalciuria and alkaluria predispose to nephrolithiasis .
26675816,bv,MESH:D016585,Disease,be transmitted between,be transmit between,women,9606,Species,"However these data provide epidemiological evidence that BV risk in women is directly related to exposure to other female partners and a partner with BV , providing support for the concept that BV is likely to be transmitted between women ."
29210300,fak,5747,Gene,is target for,be target for,therapies,MESH:D013812,Method,"Previous study also indicates that FAK - mediated signaling and functions are intrinsically involved in the progression of tumor aggressiveness , suggesting that FAK is a promising target for anticancer therapies ."
32914837,rifampin,CHEMBL374478,Drug,is with,be with,vancomycin,CHEMBL262777,Drug,"CONCLUSIONS : Rifabutin or rifapentine with vancomycin were as active as rifampin with vancomycin against MRSA in rat foreign body osteomyelitis , suggesting that rifabutin and / or rifapentine may be alternatives to rifampin in the clinical management of staphylococcal periprosthetic joint infections ."
30354628,patient,9606,Species,had previously undergone implantation within,have previously undergo implantation within,surgical valve,MESH:D013525,Method,"Aortic valves were mechanical in 5 and biological in 7 patients , while 1 patient had previously undergone implantation of a transcatheter valve within a failed bioprosthetic surgical valve ."
17300692,liver diseases,MESH:D008107,Disease,reduction due,reduction due,opportunistic infection,MESH:D009894,Disease,"However , the reduction in mortality due to opportunistic infection has made HCV - associated liver diseases the leading cause of mortality in Western countries ."
